agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
,,,545.0,,,151.0,,,,,,237.0,,,Krakken-Heart Breastplate,,,,Epic,,70.0,5.0,,,,,356.0,237.0,237.0,60.0
22.0,22.0,,35.0,,,,,,,,14.0,22.0,,,Sun-Drenched Scale Chestguard,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,,,9.0
20.0,20.0,,34.0,,,11.0,,165.0,,,7.0,20.0,,,Mail of Fevered Pursuit,,,,Epic,,70.0,5.0,,,,,38.0,,,
20.0,20.0,,33.0,,,16.0,,115.0,,,,20.0,,,Wyrmfire Links,,,,Uncommon,,,5.0,,,,,30.0,,,
19.0,19.0,,22.0,,,9.0,,165.0,,,8.0,19.0,,,Embrace of Everlasting Prowess,,1.0,,Epic,,70.0,5.0,Prismatic socket,,,,35.0,,,
,,,13.0,,,5.0,,140.0,,,,19.0,647.0,,Incanter's Robe,,3.0,,Rare,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,13.0
,,,47.0,Warrior,,14.0,,140.0,,,,7.0,750.0,,Savage Plate Chestpiece,,3.0,,Rare,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,26.0,7.0,7.0,11.0
,,,13.0,,,,,140.0,,,,19.0,644.0,,Robe of Oblivion,,3.0,,Rare,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,
,,,47.0,Paladin,,12.0,,165.0,,,,19.0,627.0,,Crystalforge Chestpiece,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,25.0,19.0,19.0,
19.0,19.0,,22.0,,,,,140.0,,,16.0,19.0,,,Greenhealer's Garb,,,,Rare,,69.0,5.0,,,,,24.0,,,12.0
,,,47.0,,,,16.0,165.0,,,,16.0,,,Chestguard of the Stoic Guardian,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,25.0,16.0,16.0,
18.0,18.0,,22.0,Druid,,13.0,,165.0,,,8.0,18.0,643.0,,Nordrassil Chestpiece,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,25.0,,,
15.0,15.0,,22.0,Druid,,5.0,,165.0,,,,15.0,685.0,,Gladiator's Kodohide Tunic,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,18.0
,,,47.0,,,,12.0,165.0,,,,11.0,,,Panzar'Thar Breastplate,,3.0,12.0,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,24.0,11.0,11.0,
,,,47.0,,,,,165.0,,,,16.0,,,Chestguard of Hidden Purpose,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,25.0,16.0,16.0,16.0
18.0,18.0,,30.0,,,,,115.0,,,,18.0,,,Ironspine Chain Vest,,,,Uncommon,,65.0,5.0,,,,,27.0,,,
,,,43.0,,,17.0,,165.0,,,,21.0,,,Chestguard of Exile,,,,Epic,,70.0,5.0,,,,,16.0,21.0,21.0,
,,,43.0,,,,,115.0,,,,17.0,,,Talonguard Armor,,,,Uncommon,,63.0,5.0,,,,,26.0,17.0,17.0,
,,,50.0,Paladin,,10.0,,165.0,,,,20.0,681.0,,Lightbringer Chestpiece,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,25.0,20.0,20.0,10.0
19.0,19.0,,32.0,,,18.0,,165.0,,,9.0,19.0,,,Scaled Drakeskin Chestguard,,1.0,,Epic,,70.0,5.0,Prismatic socket,,,,22.0,,,
16.0,16.0,,32.0,,,16.0,,165.0,,,12.0,16.0,,,Arrow-Fall Chestguard,,,,Epic,,70.0,5.0,,,,,26.0,,,
,,,47.0,Warrior,,14.0,,,,,,7.0,588.0,,High Warlord's Plate Chestpiece,,3.0,,Rare,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,26.0,7.0,7.0,11.0
,,,13.0,Mage,,10.0,,140.0,,,,11.0,741.0,,Evoker's Silk Raiment,,3.0,,Rare,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,27.0,,,10.0
19.0,19.0,,32.0,,,19.0,,140.0,,,,19.0,,,Salvager's Hauberk,,,,Rare,,70.0,5.0,,,,,28.0,,,
,,,13.0,,,,,165.0,,,,19.0,,,Robes of Heavenly Purpose,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,17.0,,,19.0
,,29.0,13.0,,,,,140.0,,,,,558.0,,Arcanoweave Robe,,,,Rare,,70.0,20.0,,,,,26.0,,,13.0
23.0,23.0,,32.0,,,19.0,,165.0,,,9.0,23.0,,,Scaled Breastplate of Carnage,,,,Epic,,70.0,5.0,,,,,15.0,,,
19.0,19.0,,20.0,,,4.0,,165.0,,,,19.0,,,Shadowprowler's Chestguard,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,22.0,,,
,,,43.0,,,15.0,,115.0,,,,17.0,,,Redeemer's Plate,,,,Uncommon,,,5.0,,,,,26.0,17.0,17.0,
23.0,23.0,,26.0,,,,,140.0,,,18.0,23.0,,,Hardened Tongue Tunic,,,,Rare,,,5.0,,,,,35.0,,,
,,,15.0,,,,,140.0,,,,23.0,,,Bauble-Woven Gown,,,,Rare,,,20.0,,,,,35.0,,,23.0
,,,15.0,,,,,115.0,,,,23.0,,,Vestments of Dun Niffelem,,1.0,,Uncommon,,,20.0,Prismatic socket,,,,34.0,,,
,,,14.0,Warlock,,14.0,,165.0,,,,14.0,-5.0,,Brutal Gladiator's Felweave Raiment,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,27.0,,,30.0
,,,52.0,,,,,140.0,,,,21.0,,,Chestplate of the Northern Lights,,,,Rare,,70.0,5.0,,,,,32.0,21.0,21.0,12.0
20.0,20.0,,33.0,Shaman,,,,165.0,,,,20.0,683.0,,Skyshatter Chestguard,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,27.0,,,13.0
,,,50.0,,0.5,15.0,,165.0,,,9.0,15.0,,,Bulwark of the Ancient Kings,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,21.0,15.0,15.0,
,,,50.0,Warrior,,13.0,,165.0,,,13.0,20.0,672.0,,Onslaught Breastplate,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,20.0,20.0,20.0,
19.0,19.0,,22.0,,,,,140.0,,,,19.0,,,Robes of Summer Flame,,3.0,,Rare,,68.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,15.0
19.0,19.0,,22.0,Druid,,6.0,,165.0,,,,19.0,640.0,,Breastplate of Malorne,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,,,
15.0,15.0,,32.0,,,14.0,,165.0,,,,15.0,,,Fire Crest Breastplate,,,,Epic,,70.0,5.0,,,,,27.0,,,11.0
19.0,19.0,,32.0,,,19.0,,165.0,,,10.0,19.0,,,Tunic of the Ranger Lord,,,,Epic,,70.0,5.0,,,,,28.0,,,
12.0,12.0,,32.0,Shaman,,10.0,,165.0,,,,12.0,686.0,,Gladiator's Ringmail Armor,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,25.0,,,19.0
18.0,18.0,,31.0,,,9.0,,115.0,,,7.0,18.0,,,Crimson Mail Hauberk,,,,Uncommon,,,5.0,,,,,28.0,,,
18.0,18.0,,29.0,,,,,115.0,,,,18.0,,,Oversized Ogre Hauberk,,,,Uncommon,,,5.0,,,,,27.0,,,14.0
,,,43.0,,,,,115.0,,,,18.0,,,Reaver Armor,,,,Uncommon,,64.0,5.0,,,,,27.0,18.0,18.0,
17.0,17.0,,28.0,,,11.0,,140.0,,,12.0,17.0,,,Shamblehide Chestguard,,3.0,,Rare,,63.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,25.0,,,
23.0,23.0,,38.0,,,14.0,,115.0,,,,23.0,,,Valkyrion Tracker's Chestguard,,1.0,,Uncommon,,,5.0,Prismatic socket,,,,34.0,,,
22.0,22.0,,35.0,,,9.0,,165.0,,,14.0,22.0,,,Garments of Crashing Shores,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,,,
21.0,21.0,,24.0,,,11.0,,165.0,,,13.0,21.0,,,Carapace of Sun and Shadow,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,,,
21.0,21.0,,34.0,,,18.0,,115.0,,,,21.0,,,Hide-Lined Chestguard,,,,Uncommon,,,5.0,,,,,32.0,,,
20.0,20.0,,22.0,,,,,165.0,,,,20.0,,,Shroud of Nature's Harmony,,1.0,,Epic,,70.0,5.0,Prismatic socket,,,,27.0,,,17.0
,,,49.0,,,17.0,,165.0,,,11.0,24.0,,,Heartshatter Breastplate,,,,Epic,,70.0,5.0,,,,,17.0,24.0,24.0,
,,,13.0,,,,,115.0,,,,24.0,763.0,,Frostwoven Robe,,,,Uncommon,,70.0,20.0,,,,,20.0,,,18.0
,,,47.0,,,,,140.0,,,,19.0,,,Slatesteel Breastplate,,,,Rare,,70.0,5.0,,,,,28.0,19.0,19.0,
19.0,19.0,,32.0,,,,,115.0,,,,19.0,,,Talhide Chestpiece,,,,Uncommon,,69.0,5.0,,,,,28.0,,,
19.0,19.0,,22.0,,,9.0,,165.0,,,,19.0,,,Blessed Elunite Coverings,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,26.0,,,7.0
16.0,16.0,,22.0,Druid,,,,165.0,,,5.0,16.0,716.0,,Merciless Gladiator's Wyrmhide Tunic,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,24.0,,,16.0
,,,47.0,,,14.0,,115.0,,,,19.0,,,Torn-Heart Family Tunic,,,,Uncommon,,,5.0,,,,,28.0,19.0,19.0,
,,,12.0,,,,,115.0,,,,18.0,,,Mistyreed Tunic,,,,Uncommon,,64.0,5.0,,,,,27.0,,,
237.0,237.0,,364.0,,,123.0,,165.0,,,87.0,237.0,,,Mail of Fevered Pursuit,,,,Epic,,70.0,5.0,,,,,356.0,,,
22.0,22.0,,24.0,,,,,165.0,,,,22.0,,,Leather Chestguard of the Sun,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,,,17.0
,,,13.0,Warlock,,12.0,,165.0,,,,12.0,735.0,,Vengeful Gladiator's Felweave Raiment,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,23.0,,,32.0
20.0,20.0,,33.0,Shaman,,13.0,,165.0,,,6.0,20.0,684.0,,Skyshatter Breastplate,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,,,
20.0,20.0,,33.0,Shaman,,14.0,,165.0,,,,20.0,,,Skyshatter Breastplate,,,,Epic,,70.0,20.0,,,,,30.0,,,13.0
20.0,20.0,,23.0,Druid,,,,165.0,,,,20.0,678.0,,Thunderheart Tunic,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,26.0,,,15.0
20.0,20.0,,23.0,Druid,,7.0,,165.0,,,,20.0,676.0,,Thunderheart Chestguard,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,34.0,,,
19.0,19.0,,22.0,,,14.0,,165.0,,,,19.0,,,Embrace of Starlight,,1.0,,Epic,,70.0,5.0,Prismatic socket,,,,26.0,,,10.0
,,,13.0,,,,,165.0,,,,20.0,,,Gown of Spiritual Wonder,,1.0,,Epic,,70.0,20.0,Prismatic socket,,,,25.0,,,19.0
,,,49.0,,,,19.0,115.0,,,,19.0,,,Cobalt Chestpiece,,,,Uncommon,,70.0,5.0,,,,,30.0,19.0,19.0,
20.0,20.0,,32.0,Shaman,,11.0,,165.0,,,9.0,20.0,633.0,,Cyclone Breastplate,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,14.0,,,
,,,47.0,Paladin,,12.0,,165.0,,,,8.0,708.0,,Merciless Gladiator's Ornamented Chestguard,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,8.0,8.0,11.0
,,,47.0,,,13.0,,165.0,,,8.0,19.0,,,Netherforce Chestplate,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,19.0,19.0,
,,,46.0,,,9.0,,140.0,,,11.0,18.0,,,Leonine Breastplate,,,,Rare,,,5.0,,,,,28.0,18.0,18.0,
18.0,18.0,,30.0,,,17.0,,165.0,,,,18.0,,,Thick Netherscale Breastplate,,,,Epic,,70.0,5.0,,,,,27.0,,,
13.0,13.0,,24.0,Rogue,,8.0,,165.0,,,10.0,13.0,-14.0,,Brutal Gladiator's Leather Tunic,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,30.0,,,16.0
,,,53.0,,,14.0,,165.0,,,14.0,22.0,,,Hard Khorium Battleplate,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,19.0,22.0,22.0,
,,,52.0,,,16.0,,115.0,,,,21.0,,,Ancestral Chestplates,,,,Uncommon,,,5.0,,,,,32.0,21.0,21.0,
,,,13.0,Warlock,,,,165.0,,,,16.0,734.0,,Vengeful Gladiator's Dreadweave Robe,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,30.0,,,31.0
,,,13.0,Mage,,12.0,,165.0,,,,12.0,724.0,,Vengeful Gladiator's Silk Raiment,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,23.0,,,32.0
,,,13.0,,,7.0,,140.0,,,,19.0,,,Warp Infused Drape,,3.0,,Rare,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,
19.0,19.0,,32.0,,,11.0,,140.0,,,6.0,19.0,650.0,,Beast Lord Cuirass,,3.0,,Rare,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,
,,,47.0,,,10.0,,165.0,,,,19.0,,,Breastplate of Fierce Survival,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,19.0,19.0,
18.0,18.0,,22.0,,,,,165.0,,,14.0,18.0,782.0,,Blessed Tunic of Undead Slaying,,,,Epic,,70.0,5.0,,,,,32.0,,,
,,,13.0,,,,,115.0,,,,19.0,,,Consortium Combatant's Robes,,,,Uncommon,,,20.0,,,,,28.0,,,7.0
,,,46.0,,,13.0,,115.0,,,12.0,18.0,,,Andrethan's Masterwork,,,,Uncommon,,,5.0,,,,,28.0,18.0,18.0,
,,,45.0,,,15.0,,115.0,,,11.0,18.0,,,Soul Saver's Chest Plate,,,,Uncommon,,,5.0,,,,,28.0,18.0,18.0,
18.0,18.0,,29.0,,,,,115.0,,,,18.0,612.0,,Scaled Draenic Vest,,,,Uncommon,,64.0,5.0,,,,,26.0,,,19.0
23.0,23.0,,38.0,,,16.0,,140.0,,,17.0,23.0,,,Gilded Ringmail Hauberk,,,,Rare,,,5.0,,,,,35.0,,,
,,,53.0,Paladin,,16.0,,165.0,,,,11.0,-1.0,,Brutal Gladiator's Lamellar Chestpiece,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,34.0,11.0,11.0,11.0
,,,52.0,,,12.0,21.0,140.0,,,,21.0,,,Clutch of the Storm Giant,,,,Rare,,,5.0,,,,,32.0,21.0,21.0,
,,,49.0,,,,19.0,165.0,,,,13.0,,,Chestplate of Stoicism,,1.0,10.0,Epic,,70.0,5.0,Prismatic socket,,,,29.0,13.0,13.0,
,,,49.0,,,13.0,10.0,165.0,,,,19.0,,,Shattrath Protectorate's Breastplate,,1.0,,Epic,,70.0,5.0,Prismatic socket,,,,29.0,19.0,19.0,
24.0,24.0,,32.0,,,17.0,,165.0,,,,24.0,,,Chestguard of Relentless Storms,,,,Epic,,70.0,5.0,,,,,23.0,,,
,,,49.0,,,16.0,,165.0,,,,17.0,,,Ecclesiastical Cuirass,,1.0,,Epic,,70.0,5.0,Prismatic socket,,,,34.0,17.0,17.0,
19.0,19.0,,32.0,Shaman,,9.0,,165.0,,,,19.0,635.0,,Cataclysm Chestpiece,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,23.0,,,10.0
19.0,19.0,,32.0,,,,,115.0,,,,19.0,,,Netherstorm Chestpiece,,,,Uncommon,,70.0,5.0,,,,,28.0,,,
19.0,19.0,,32.0,,,19.0,,140.0,,,6.0,19.0,,,Tunic of the Ranger Lord,,,,Rare,,70.0,5.0,,,,,28.0,,,
,,,13.0,,,,,115.0,,,,19.0,,,Elementalist Tunic,,,,Uncommon,,70.0,5.0,,,,,28.0,,,
,,,13.0,Priest,,,,165.0,,,,9.0,687.0,,Gladiator's Mooncloth Robe,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,30.0,,,18.0
19.0,19.0,,31.0,,,11.0,,115.0,,,,19.0,,,Chestguard of the Stormspire,,,,Uncommon,,,5.0,,,,,28.0,,,
18.0,18.0,,31.0,,,10.0,,165.0,,,12.0,18.0,,,Hauberk of the War Bringer,,3.0,,Epic,,68.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,
22.0,22.0,,20.0,,,15.0,,115.0,,,,22.0,614.0,,Wild Draenish Vest,,,,Uncommon,,65.0,5.0,,,,,22.0,,,
17.0,17.0,,20.0,,,11.0,14.0,140.0,,,,17.0,,,Auchenai Monk's Tunic,,3.0,,Rare,,,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,26.0,,,
17.0,17.0,,28.0,,,17.0,,115.0,,,,17.0,561.0,,Fel Iron Chain Tunic,,,,Uncommon,,63.0,5.0,,,,,26.0,,,
,,,146.0,Priest,,60.0,,,,,,237.0,,,Vestments of the Avatar,,,,Epic,,70.0,20.0,,,,,356.0,,,151.0
,,,15.0,,,18.0,,140.0,,,,23.0,,,Robes of Lightning,,,,Rare,,,20.0,,,,,35.0,,,
23.0,23.0,,38.0,,,,,115.0,,,,23.0,,,Links of the Battlemender,,1.0,,Uncommon,,,5.0,Prismatic socket,,,,34.0,,,
,,,52.0,,,21.0,,140.0,,,,21.0,,,Links of the Terrified Deity,,,,Rare,,,5.0,,,,,32.0,21.0,21.0,
21.0,21.0,,34.0,,,,,115.0,,,,21.0,,,Flame-Tested Chestguard,,,,Uncommon,,,5.0,,,,,32.0,,,
21.0,21.0,,34.0,,,,,115.0,,,,21.0,,,Acid-Resistant Hauberk,,,,Uncommon,,,5.0,,,,,32.0,,,
19.0,19.0,,23.0,,,17.0,,165.0,,,11.0,19.0,,,Midnight Chestguard,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,23.0,,,
15.0,15.0,,23.0,Druid,,4.0,,165.0,,,,15.0,720.0,,Vengeful Gladiator's Kodohide Tunic,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,30.0,,,18.0
10.0,10.0,,33.0,Shaman,,15.0,,165.0,,,9.0,10.0,732.0,,Vengeful Gladiator's Linked Armor,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,24.0,,,11.0
,,,22.0,,,,,165.0,28.0,,,,,,Inferno Hardened Chestguard,,,,Epic,,70.0,5.0,,,,,25.0,,,
16.0,16.0,,22.0,,,9.0,,,,,,16.0,618.0,,Windhawk Hauberk,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,24.0,,,13.0
,,,13.0,Mage,,10.0,,,,,,11.0,600.0,,High Warlord's Silk Raiment,,3.0,,Rare,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,27.0,,,10.0
18.0,18.0,,32.0,,0.5,14.0,,,,,9.0,18.0,,,Twisting Nether Plate Shirt,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,20.0,,,
18.0,18.0,,21.0,,,,,140.0,,,,18.0,,,Drakehide Tunic,,,,Rare,,68.0,5.0,,,,,28.0,,,
,,,45.0,,,15.0,,165.0,,,10.0,15.0,,,Breastplate of Kings,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,23.0,15.0,15.0,
12.0,12.0,,30.0,,,14.0,,,,,9.0,12.0,,,Nether Plate Shirt,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,20.0,,,
18.0,18.0,,20.0,,,7.0,,140.0,,,,18.0,,,Mag'hari Scout's Tunic,,,,Rare,,,5.0,,,,,27.0,,,
17.0,17.0,,29.0,,,7.0,,140.0,,,,17.0,,,Auchenai Tracker's Hauberk,,3.0,,Rare,,,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,26.0,,,
17.0,17.0,,28.0,,,22.0,,115.0,,,14.0,17.0,,,Warpstalker Breastplate,,,,Uncommon,,,5.0,,,,,26.0,,,
,,,57.0,,,16.0,,140.0,,,13.0,23.0,,,Breastplate of Jagged Stone,,,,Rare,,,5.0,,,,,35.0,23.0,23.0,
,,,57.0,,,,,140.0,,,24.0,23.0,,,Battleplate of Unheard Ovation,,,,Rare,,,5.0,,,,,35.0,23.0,23.0,
23.0,23.0,,26.0,,,,,140.0,,,13.0,23.0,,,Exotic Leather Tunic,,,,Rare,,,5.0,,,,,35.0,,,
15.0,15.0,,35.0,Shaman,,13.0,,165.0,,,,15.0,-16.0,,Brutal Gladiator's Ringmail Armor,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,30.0,,,19.0
,,,14.0,Warlock,,,,165.0,,,,17.0,-3.0,,Brutal Gladiator's Dreadweave Robe,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,34.0,,,29.0
,,,14.0,,,,,140.0,,,,21.0,,,Robe of the Conquered Prophet,,,,Rare,,,20.0,,,,,32.0,,,21.0
,,,14.0,,,,,115.0,,,18.0,21.0,,,Specially Treated Robes,,,,Uncommon,,,20.0,,,,,32.0,,,
,,,49.0,,,,,165.0,,,19.0,20.0,,,Breastplate of Ire,,1.0,,Epic,,70.0,5.0,Prismatic socket,,,,24.0,20.0,20.0,
25.0,25.0,,22.0,,,,,115.0,,,,25.0,754.0,,Arctic Chestpiece,,,,Uncommon,,70.0,5.0,,,,,36.0,,,
8.0,8.0,,32.0,Shaman,,10.0,,,,,,8.0,603.0,,Grand Marshal's Mail Armor,,3.0,,Rare,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,27.0,,,17.0
16.0,16.0,,32.0,Shaman,,9.0,,165.0,,,,16.0,634.0,,Cataclysm Chestguard,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,25.0,,,12.0
12.0,12.0,,32.0,Shaman,,10.0,,165.0,,,,12.0,580.0,,Gladiator's Mail Armor,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,25.0,,,19.0
7.0,7.0,,32.0,Shaman,,8.0,,,,,13.0,7.0,594.0,,High Warlord's Linked Armor,,3.0,,Rare,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,24.0,,,13.0
,,,47.0,Paladin,,12.0,,140.0,,,,5.0,751.0,,Crusader's Ornamented Chestplate,,3.0,,Rare,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,31.0,5.0,5.0,13.0
,,,13.0,Priest,,,,140.0,,,,13.0,740.0,,Satin Robe,,3.0,,Rare,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,,,9.0
,,,47.0,,,10.0,16.0,165.0,,,,11.0,,,Chestguard of the Warlord,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,24.0,11.0,11.0,
11.0,11.0,,22.0,Druid,,5.0,,140.0,,,,11.0,743.0,,Wyrmhide Robe,,3.0,,Rare,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,25.0,,,17.0
,,,47.0,Paladin,,12.0,,,,,,5.0,587.0,,High Warlord's Lamellar Chestpiece,,3.0,,Rare,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,5.0,5.0,13.0
18.0,18.0,,30.0,,,,,115.0,,,,18.0,,,Der'izu Chestpiece,,,,Uncommon,,66.0,5.0,,,,,28.0,,,
18.0,18.0,,20.0,,,,,115.0,,,,18.0,,,Nickwinkle's Harness Experiment,,,,Uncommon,,,5.0,,,,,27.0,,,
,,,34.0,,,,,115.0,,,,,,,Tarnished Plate Chestpiece,,,,Poor,,61.0,5.0,,,,,,,,
,,,146.0,Warlock,,151.0,,,,,,237.0,,,Robe of the Corruptor,,,,Epic,,70.0,20.0,,,,,356.0,,,60.0
23.0,23.0,,38.0,,,18.0,,140.0,,,,23.0,,,Chestguard of Unwanted Success,,,,Rare,,,5.0,,,,,35.0,,,
23.0,23.0,,38.0,,,21.0,,115.0,,,,23.0,,,Links of the Sleep-Watcher,,,,Uncommon,,,5.0,,,,,34.0,,,
15.0,15.0,,35.0,Shaman,,12.0,,165.0,,,,15.0,-13.0,,Brutal Gladiator's Mail Armor,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,,,20.0
21.0,21.0,,23.0,,,,,115.0,,,,21.0,,,Tunic of the Rectified Thane,,,,Uncommon,,,5.0,,,,,32.0,,,
,,,50.0,Death knight,,,,165.0,,,14.0,20.0,,,Undying Vigil Battleplate,,,,Epic,,70.0,5.0,,,,,30.0,20.0,20.0,12.0
20.0,20.0,,23.0,,,,,115.0,,,,20.0,,,Moa'ki Thresherhide Tunic,,,,Uncommon,,,5.0,,,,,30.0,,,
,,,50.0,Paladin,,10.0,,165.0,,,,14.0,726.0,,Vengeful Gladiator's Scaled Chestpiece,,3.0,,Epic,,70.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,30.0,14.0,14.0,10.0
20.0,20.0,,33.0,,,16.0,,115.0,,,,20.0,,,Ice Heart Chestguard,,,,Uncommon,,,5.0,,,,,30.0,,,
,,,50.0,,,20.0,,115.0,,,,20.0,,,Petrified Bone Chestguard,,,,Uncommon,,,5.0,,,,,30.0,20.0,20.0,
19.0,19.0,,22.0,,,,,115.0,,,,19.0,,,Wildevar Tunic,,,,Uncommon,,70.0,5.0,,,,,29.0,,,
25.0,25.0,,32.0,,,,,115.0,,,,25.0,755.0,,Nerubian Chestguard,,,,Uncommon,,68.0,5.0,,,,,25.0,,,16.0
,,,13.0,,,,,165.0,,,14.0,19.0,,,Robe of Departed Spirits,,,,Epic,,70.0,20.0,,,,,25.0,,,12.0
8.0,8.0,,32.0,Shaman,,10.0,,140.0,,,,8.0,747.0,,Seer's Ringmail Chestguard,,3.0,,Rare,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,29.0,,,17.0
,,,13.0,Warlock,,,,165.0,,,,13.0,568.0,,Gladiator's Dreadweave Robe,,3.0,,Epic,,70.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,28.0,,,10.0
,,,13.0,,,,,165.0,,,14.0,18.0,781.0,,Blessed Robe of Undead Cleansing,,,,Epic,,70.0,20.0,,,,,26.0,,,11.0
