agi,agiint,arcres,armor,avoidance,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdatkpwr,slotbak,socket1,socket2,speed,sta,str,strint,versatility
,,,21.0,,,,,,55.0,,,6.0,11.0,,Eternium Shell Bracers,,,,Epic,70.0,,9.0,,,,17.0,11.0,11.0,9.0
7.0,7.0,,10.0,,,,5.0,,55.0,,,,7.0,,Vindicator's Kodohide Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,18.0,,,14.0
,,,6.0,,,,7.0,,55.0,,,,10.0,,Fury of the Ursine,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,12.0,,,7.0
11.0,11.0,,14.0,,,,,,55.0,,,,11.0,,Ravager's Bands,,,,Epic,70.0,,9.0,,,,16.0,,,
9.0,9.0,,14.0,,,,9.0,,55.0,,,,9.0,,Veteran's Linked Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,12.0,,,5.0
,,,6.0,,,,,,50.0,,,14.0,11.0,,Bindings of Raging Fire,,,,Rare,68.0,,9.0,,,,16.0,,,
17.0,17.0,,9.0,,,,7.0,,50.0,,,,17.0,,Windrager's Coils,,,,Rare,70.0,,9.0,,,,,,,
10.0,10.0,,9.0,,,,,,55.0,,,,10.0,,Gargon's Bracers of Peaceful Slumber,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,15.0,,,7.0
,,,21.0,,,,7.0,,55.0,,,,8.0,,Veteran's Ornamented Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,15.0,8.0,8.0,6.0
11.0,11.0,,9.0,,,,,,50.0,,,14.0,11.0,,Eversong Cuffs,,,,Rare,70.0,,9.0,,,,16.0,,,
,,,21.0,,,,7.0,,55.0,,,,8.0,,Veteran's Lamellar Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,15.0,8.0,8.0,6.0
9.0,9.0,,9.0,,,,3.0,,55.0,,,,9.0,,Marshal's Leather Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,13.0,,,6.0
5.0,5.0,,9.0,,,,,,,,,4.0,5.0,,General's Wyrmhide Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,15.0,,,11.0
,,,6.0,,,,,,55.0,,,,9.0,,General's Satin Cuffs,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,17.0,,,7.0
9.0,9.0,,14.0,,,,7.0,,55.0,,,4.0,9.0,,General's Linked Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,12.0,,,5.0
8.0,8.0,,14.0,,,,7.0,,55.0,,,,8.0,,Marshal's Mail Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,14.0,,,6.0
,,,20.0,,,,7.0,,55.0,,,,9.0,,General's Plate Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,12.0,9.0,9.0,7.0
8.0,8.0,,9.0,,,,3.0,,55.0,,,,8.0,,Marshal's Dragonhide Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,15.0,,,13.0
,,,6.0,,,,,,55.0,,,,9.0,,General's Dreadweave Cuffs,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,17.0,,,7.0
,,,5.0,,,,,,50.0,17.0,,,5.0,,Flameheart Bracers,,,,Rare,69.0,,9.0,,,,7.0,,,
,,,5.0,,,,,,40.0,,,,11.0,,Shadow Council Bracer,,,,Uncommon,67.0,,9.0,,,,16.0,,,
,,,5.0,,,,,,55.0,,,,11.0,,Bands of Negation,,,,Epic,70.0,,9.0,,,,16.0,,,
,,,19.0,,,,15.0,,40.0,,,,10.0,,Fairweather's Wristguards,,,,Uncommon,,,9.0,,,,15.0,10.0,10.0,
10.0,10.0,,9.0,,,,,,55.0,,,,10.0,,Shard-Bound Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,18.0,,,
,,,19.0,,,,11.0,,55.0,,,,13.0,,Black Felsteel Bracers,,,,Epic,70.0,,9.0,,,,7.0,13.0,13.0,
10.0,10.0,,13.0,,,,,,40.0,,,,10.0,,Ironspine Bracelets,,,,Uncommon,65.0,,9.0,,,,15.0,,,
,,,19.0,,,,9.0,,55.0,,,,13.0,,Blessed Bracers,,,,Epic,70.0,,9.0,,,,12.0,13.0,13.0,
10.0,10.0,,13.0,,,,,,40.0,,,,10.0,,Clefthoof Wristguards,,,,Uncommon,,,9.0,,,,15.0,,,11.0
,,,18.0,,,,,,40.0,,,,9.0,,Khan'aish Bracers,,,,Uncommon,62.0,,9.0,,,,14.0,9.0,9.0,
,,,5.0,,,,,,40.0,,,,9.0,,Slavehandler Wristguards,,,,Uncommon,62.0,,9.0,,,,14.0,,,
,,,17.0,,,,,,40.0,,,,,,Heavy Draenic Bracers,,,,Common,70.0,,9.0,,,,,,,
,,,7.0,,,,,,40.0,,,,,,Moldy Leather Bracers,,,,Poor,61.0,,9.0,,,,,,,
13.0,13.0,,16.0,,,,,,40.0,,,,13.0,,Summit Bracers,,,,Uncommon,,,9.0,,,,19.0,,,17.0
13.0,13.0,,16.0,,,,13.0,,50.0,,,,13.0,,Iskalder's Fate,,,,Rare,,,9.0,,,,19.0,,,
,,,7.0,,,,11.0,,40.0,,,,13.0,,Fleshwerk Shackles,,,,Uncommon,,,9.0,,,,19.0,,,
13.0,13.0,,16.0,,,,11.0,,40.0,,,,13.0,,Scaled Proto-Wristguard,,,,Uncommon,,,9.0,,,,19.0,,,
13.0,13.0,,11.0,,,,13.0,,40.0,,,,13.0,,Nomadic Bracers,,,,Uncommon,,,9.0,,,,19.0,,,
,,,25.0,,,,12.0,,40.0,,,,13.0,,Jotunheim Shackles,,,,Uncommon,,,9.0,,,,19.0,13.0,13.0,
,,,23.0,,,,12.0,,40.0,,,,12.0,,Wristguards of Titanic Vengeance,,,,Uncommon,,,9.0,,,,18.0,12.0,12.0,
,,,6.0,,,,12.0,,40.0,,,,12.0,,Bracers of Prompt Reclamation,,,,Uncommon,,,9.0,,,,18.0,,,
12.0,12.0,,11.0,,,,,,40.0,,,,12.0,,Bracers of the Rejuvenated Forest,,,,Uncommon,,,9.0,,,,18.0,,,9.0
12.0,12.0,,10.0,,,,,,40.0,,,9.0,12.0,,Wristguard of Healing Fingers,,,,Uncommon,,,9.0,,,,18.0,,,
,,,6.0,,,,,,40.0,,,,12.0,,Bloodbinder's Wrist Wraps,,,,Uncommon,,,9.0,,,,18.0,,,12.0
,,,23.0,,,,10.0,,40.0,,,,12.0,,Thick Bracers of Battle,,,,Uncommon,,,9.0,,,,18.0,12.0,12.0,
12.0,12.0,,15.0,,,,10.0,,40.0,,,,12.0,,Wristguards of Service,,,,Uncommon,,,9.0,,,,18.0,,,
12.0,12.0,,10.0,,,,,,40.0,,,10.0,12.0,,Double-Agent's Wristwraps,,,,Uncommon,,,9.0,,,,18.0,,,
,,,22.0,,,,10.0,,40.0,,,,12.0,,Bracers of the Chaperon,,,,Uncommon,,,9.0,,,,17.0,12.0,12.0,
,,,6.0,,,,,,40.0,,,,12.0,,Wayfinder's Bracers,,,,Uncommon,,,9.0,,,,17.0,,,
9.0,9.0,,15.0,,"Hunter,Shaman",,9.0,,55.0,,,,9.0,,Guardian's Mail Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,17.0,,,5.0
14.0,14.0,,15.0,,Shaman,,6.0,,55.0,,,6.0,14.0,,Skyshatter Wristguards,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,12.0,,,
12.0,12.0,,10.0,,,,9.0,,40.0,,,,12.0,,Shackles of Sanity,,,,Uncommon,,,9.0,,,,17.0,,,
,,,6.0,,"Priest,Mage,Warlock",,,,55.0,,,,10.0,,Guardian's Dreadweave Cuffs,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,20.0,,,13.0
11.0,11.0,,10.0,,,,,,40.0,,,,11.0,,Lothalar Woodwalker Bracers,,,,Uncommon,,,9.0,,,,17.0,,,
11.0,11.0,,14.0,,,,,,40.0,,,,11.0,,Sharkdiver's Bracers,,,,Uncommon,,,9.0,,,,17.0,,,
,,,6.0,,,,16.0,,40.0,,,,11.0,,Bracers of Nature's Fury,,,,Uncommon,,,9.0,,,,17.0,,,
,,,6.0,,"Priest,Mage,Warlock",,,,55.0,,,,10.0,,Vindicator's Mooncloth Cuffs,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,18.0,,,14.0
,,,21.0,,,,8.0,,55.0,,,,9.0,,Vindicator's Ornamented Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,16.0,9.0,9.0,6.0
9.0,9.0,,14.0,,,,4.0,,55.0,,,5.0,9.0,,Vindicator's Chain Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,15.0,,,5.0
,,,21.0,,,,6.0,,55.0,,,,9.0,,Vindicator's Scaled Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,17.0,9.0,9.0,6.0
11.0,11.0,,14.0,,,,,,,,,7.0,11.0,,Bands of the Coming Storm,,,,Epic,70.0,,9.0,,,,17.0,,,8.0
,,,21.0,,,,7.0,,55.0,,,8.0,11.0,,The Seeker's Wristguards,,,,Epic,70.0,,9.0,,,,17.0,11.0,11.0,
11.0,11.0,,10.0,,,,7.0,,55.0,,,,11.0,,Insidious Bands,,,,Epic,70.0,,9.0,,,,17.0,,,8.0
11.0,11.0,,10.0,,,,,,55.0,,,9.0,11.0,,Elunite Empowered Bracers,,,,Epic,70.0,,9.0,,,,17.0,,,5.0
,,,6.0,,,,,,40.0,,,,11.0,,Mur'ghoul Wristwraps,,,,Uncommon,69.0,,9.0,,,,17.0,,,
,,,21.0,,,,,,40.0,,,,11.0,,Warlord's Iron-Vambraces,,,,Uncommon,70.0,,9.0,,,,16.0,11.0,11.0,
,,,6.0,,,,,,40.0,,,,11.0,,Archmage Bracelets,,,,Uncommon,69.0,,9.0,,,,16.0,,,
,,,6.0,,,,,,40.0,,,,11.0,,Elementalist Bracelets,,,,Uncommon,70.0,,9.0,,,,16.0,,,
,,,21.0,,,,,,40.0,,,,11.0,,Westguard Bracers,,,,Uncommon,67.0,,9.0,,,,16.0,11.0,11.0,
,,,21.0,,,,7.0,,55.0,,,,9.0,,Veteran's Plate Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,13.0,9.0,9.0,7.0
,,,21.0,,,,,,40.0,,,,11.0,,Coldrock Bracers,,,,Uncommon,68.0,,9.0,,,,16.0,11.0,11.0,
,,,21.0,,,,6.0,,55.0,,,,9.0,,Veteran's Scaled Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,16.0,9.0,9.0,6.0
12.0,12.0,,14.0,,,,,,55.0,,,,12.0,,Blackfathom Warbands,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,18.0,,,
,,,6.0,,,,6.0,,55.0,,,,8.0,,Veteran's Silk Cuffs,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,17.0,,,6.0
,,,6.0,,,,14.0,,50.0,,,,11.0,,Bracers of Divine Infusion,,,,Rare,68.0,,9.0,,,,16.0,,,
,,,21.0,,,,14.0,,50.0,,,,11.0,,Bracers of Slaughter,,,,Rare,68.0,,9.0,,,,16.0,11.0,11.0,
6.0,6.0,,9.0,,,,5.0,,55.0,,,,6.0,,Veteran's Kodohide Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,17.0,,,15.0
9.0,9.0,,14.0,,,,7.0,,55.0,,,4.0,9.0,,Marshal's Linked Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,12.0,,,5.0
,,,6.0,,,,,,55.0,,,,9.0,,General's Felweave Cuffs,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,17.0,,,7.0
8.0,8.0,,14.0,,,,7.0,,55.0,,,,8.0,,General's Mail Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,14.0,,,6.0
,,,20.0,,,,9.0,,40.0,,,9.0,11.0,,Demolisher's Bracers,,,,Uncommon,,,9.0,,,,16.0,11.0,11.0,
5.0,5.0,,9.0,,,,4.0,,,,,,5.0,,Marshal's Wyrmhide Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,15.0,,,11.0
,,,6.0,,,,,,55.0,,,,9.0,,Marshal's Dreadweave Cuffs,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,17.0,,,7.0
11.0,11.0,,14.0,,,,,,40.0,,,,11.0,,Tortured Bracer,,,,Uncommon,68.0,,9.0,,,,16.0,,,
5.0,5.0,,9.0,,,,,,,,,4.0,5.0,,Marshal's Kodohide Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,15.0,,,12.0
11.0,11.0,,13.0,,,,11.0,,40.0,,,12.0,11.0,,Goldenlink Bracers,,,,Uncommon,,,9.0,,,,16.0,,,
,,,20.0,,,,8.0,,40.0,,,,11.0,,Singed Vambraces,,,,Uncommon,,,9.0,,,,16.0,11.0,11.0,
,,,5.0,,,,,,40.0,,,,11.0,,Gold-Trimmed Cuffs,,,,Uncommon,,,9.0,,,,16.0,,,
11.0,11.0,,13.0,,,,6.0,,40.0,,,6.0,11.0,,Papa's Armbands,,,,Uncommon,,,9.0,,,,16.0,,,
10.0,10.0,,13.0,,,,14.0,,40.0,,,6.0,10.0,,Bracers of the Weald,,,,Uncommon,,,9.0,,,,15.0,,,
,,,5.0,,,,,,40.0,,,,10.0,,Astralaan Bracer,,,,Uncommon,65.0,,9.0,,,,15.0,,,
,,,19.0,,,,,,40.0,,,,10.0,,Reaver Bracers,,,,Uncommon,64.0,,9.0,,,,15.0,10.0,10.0,
,,,19.0,,,,,,40.0,,,,9.0,,Talonguard Bracers,,,,Uncommon,63.0,,9.0,,,,14.0,9.0,9.0,
9.0,9.0,,12.0,,,,,,40.0,,,,9.0,,Feathered Armbands,,,,Uncommon,,,9.0,,,,14.0,,,
,,,5.0,,,,,,50.0,,,,9.0,,Crocolisk Hide Bindings,,,,Rare,63.0,,9.0,,,,14.0,,,
9.0,9.0,,8.0,,,,,,40.0,,,,9.0,,Dementia Armguards,,,,Uncommon,61.0,,9.0,,,,14.0,,,
,,,4.0,,,,,,40.0,,,,,,Loosely Threaded Bracers,,,,Poor,61.0,,9.0,,,,,,,
,,,10.0,,,,,,40.0,,,,,,Corroded Mail Bracers,,,,Poor,67.0,,9.0,,,,,,,
,,,7.0,,,,,,40.0,,,,,,Snowhide Bracers,,,,Common,65.0,,9.0,,,,,,,
,,,15.0,,,,,,40.0,,,,,,Tarnished Plate Bracers,,,,Poor,61.0,,9.0,,,,,,,
,,,25.0,,,,15.0,,40.0,,,12.0,13.0,,Rings of Nergeld,,,,Uncommon,,,9.0,,,,19.0,13.0,13.0,
13.0,13.0,,16.0,,,,,,40.0,,,,13.0,,Thane's Restraints,,1.0,,Uncommon,,,9.0,Prismatic socket,,,19.0,,,
,,,7.0,,,,10.0,,40.0,,,,13.0,,Smuggler's Bracers,,,,Uncommon,,,9.0,,,,19.0,,,
,,,7.0,,,,,,40.0,,,,13.0,,Adepts Wristwraps,,,,Uncommon,,,9.0,,,,19.0,,,
13.0,13.0,,16.0,,,,,,40.0,,,,13.0,,Enchanted Bracelets of the Scout,,,,Uncommon,,,9.0,,,,19.0,,,
13.0,13.0,,16.0,,,,17.0,,40.0,,,,13.0,,Cuffs of Invention,,,,Uncommon,,,9.0,,,,19.0,,,
,,,23.0,,,,,,40.0,,,,12.0,,Lifegiver's Ward,,,8.0,Uncommon,,,9.0,,,,18.0,12.0,12.0,
12.0,12.0,,11.0,,,,11.0,,40.0,,,,12.0,,Splattered Zombie Wristguards,,,,Uncommon,,,9.0,,,,18.0,,,
12.0,12.0,,16.0,,,,11.0,,40.0,,,,12.0,,Roc Hunter's Bracer,,,,Uncommon,,,9.0,,,,18.0,,,
12.0,12.0,,15.0,,,,12.0,,40.0,,,,12.0,,Redigested Mail Scraps,,,,Uncommon,,,9.0,,,,18.0,,,
12.0,12.0,,10.0,,,,16.0,,40.0,,,,12.0,,Supple Wristguards,,,,Uncommon,,,9.0,,,,18.0,,,
8.0,8.0,,10.0,,,,4.0,,55.0,,,,8.0,,Guardian's Wyrmhide Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,18.0,,,12.0
,,,22.0,,,,7.0,,55.0,,,,9.0,,Guardian's Scaled Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,17.0,9.0,9.0,7.0
12.0,12.0,,15.0,,,,,,40.0,,,,12.0,,Whip-Stitched Wristguards,,,,Uncommon,,,9.0,,,,17.0,,,
11.0,11.0,,14.0,,,,10.0,,50.0,,,,11.0,,Wristguards of the Remorseful,,,,Rare,,,9.0,,,,17.0,,,
11.0,11.0,,10.0,,,,,,40.0,,,,11.0,,Glade Wanderer Bracers,,,,Uncommon,,,9.0,,,,17.0,,,
11.0,11.0,,10.0,,,,9.0,,40.0,,,6.0,11.0,,Spiritfury Bands,,,,Uncommon,,,9.0,,,,17.0,,,
,,,6.0,,,,7.0,,55.0,,,8.0,11.0,,Wristbands of Divine Influence,,,,Epic,70.0,,9.0,,,,17.0,,,
11.0,11.0,,10.0,,,,,,40.0,,,,11.0,,Riplash Wristguards,,,,Uncommon,69.0,,9.0,,,,17.0,,,
11.0,11.0,,14.0,,,,,,40.0,,,,11.0,,Njord Bracers,,,,Uncommon,68.0,,9.0,,,,16.0,,,
11.0,11.0,,14.0,,,,,,40.0,,,,11.0,,Talhide Lined-Bracers,,,,Uncommon,69.0,,9.0,,,,16.0,,,
11.0,11.0,,14.0,,,,,,40.0,,,,11.0,,Netherstorm Bracer,,,,Uncommon,70.0,,9.0,,,,16.0,,,
,,,6.0,,,,,,40.0,,,,11.0,,Farshire Cuffs,,,,Uncommon,67.0,,9.0,,,,16.0,,,
,,,6.0,,,,,,40.0,,,,11.0,,Bloodspore Bracelets,,,,Uncommon,68.0,,9.0,,,,16.0,,,
11.0,11.0,,9.0,,,,,,40.0,,,,11.0,,Daggercap Bracers,,,,Uncommon,67.0,,9.0,,,,16.0,,,
11.0,11.0,,9.0,,,,,,40.0,,,,11.0,,Winterfin Bindings,,,,Uncommon,68.0,,9.0,,,,16.0,,,
,,,20.0,,,,7.0,,55.0,,,,9.0,,Marshal's Plate Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,12.0,9.0,9.0,7.0
,,,20.0,,,,7.0,,55.0,,,,12.0,,Marshal's Scaled Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,10.0,12.0,12.0,4.0
,,,6.0,,,,6.0,,55.0,,,,8.0,,General's Silk Cuffs,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,17.0,,,5.0
,,,20.0,,,,7.0,,55.0,,,,8.0,,Marshal's Lamellar Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,14.0,8.0,8.0,6.0
9.0,9.0,,9.0,,,,3.0,,55.0,,,,9.0,,General's Leather Bracers,,1.0,,Epic,70.0,,9.0,Prismatic socket,,,13.0,,,6.0
,,,5.0,,,,,,40.0,,,,11.0,,Zaxxis Bracers,,,,Uncommon,,,9.0,,,,16.0,,,6.0
10.0,10.0,,13.0,,,,8.0,,40.0,,,,10.0,,Rugged Mountain Bracers,,,,Uncommon,,,9.0,,,,15.0,,,6.0
,,,5.0,,,,,,40.0,,,,10.0,,Thunderlord Armbands,,,,Uncommon,,,9.0,,,,15.0,,,3.0
,,,19.0,,,,8.0,,40.0,,,,10.0,,Sentinel Armbands,,,,Uncommon,,,9.0,,,,15.0,10.0,10.0,
10.0,10.0,,9.0,,,,8.0,,40.0,,,,10.0,,Agile Mountain Bracers,,,,Uncommon,,,9.0,,,,15.0,,,
9.0,9.0,,12.0,,,,,,40.0,,,,9.0,,Wrathfin Bindings,,,,Uncommon,61.0,,9.0,,,,14.0,,,
,,,10.0,,,,,,40.0,,,,,,Eroded Mail Bracers,,,,Poor,61.0,,9.0,,,,,,,
,,,25.0,,,,9.0,,55.0,,,,13.0,,Bone-Framed Bracers,,,,Epic,80.0,,9.0,,,,20.0,13.0,13.0,8.0
13.0,13.0,,12.0,,,,9.0,,55.0,,,9.0,13.0,,Umbrage Armbands,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,11.0,,,
,,,25.0,,,,9.0,,55.0,,,9.0,13.0,,Malykriss Vambraces,,,,Epic,80.0,,9.0,,,,20.0,13.0,13.0,
13.0,13.0,,12.0,,,,6.0,,55.0,,,9.0,13.0,,Toskk's Maximized Wristguards,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,15.0,,,
,,,25.0,,,,10.0,,50.0,,,8.0,18.0,,Vengeance Bindings,,,,Rare,78.0,,9.0,,,,,18.0,18.0,
13.0,13.0,,17.0,,"Hunter,Shaman",,,,55.0,,,,13.0,,Furious Gladiator's Wristguards of Salvation,,,,Epic,80.0,,9.0,,,,19.0,,,18.0
,,,7.0,,,,6.0,,55.0,,,9.0,10.0,,Bracers of Fiery Night,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,
13.0,13.0,,11.0,,,,,,50.0,,,,13.0,,Giant's Toewrap,,,,Rare,76.0,,9.0,,,,20.0,,,
,,,25.0,,,,6.0,,55.0,,,9.0,10.0,,Titanium Spikeguards,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,10.0,10.0,
13.0,13.0,,11.0,,,,8.0,,55.0,,,9.0,13.0,,Mechanist's Bindings,,,,Epic,80.0,,9.0,,,,20.0,,,
13.0,13.0,,17.0,,"Hunter,Shaman",,9.0,,55.0,,,,13.0,,Relentless Gladiator's Wristguards of Triumph,,,,Epic,80.0,,9.0,,,,20.0,,,9.0
12.0,12.0,,11.0,,,,9.0,,55.0,,,9.0,12.0,,Solar Bindings,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,17.0,,,
10.0,10.0,,17.0,,,,6.0,,55.0,,,9.0,10.0,,Bloodsunder's Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,
10.0,10.0,,12.0,,,,6.0,,55.0,,,,10.0,,Bracers of Eternal Dreaming,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,9.0
13.0,13.0,,11.0,,,,10.0,,55.0,,,,13.0,,Dragonfriend Bracers,,,,Epic,80.0,,9.0,,,,22.0,,,
,,,25.0,,,,,10.0,55.0,,,,13.0,,Bracers of Dark Reckoning,,1.0,4.0,Epic,80.0,,9.0,Prismatic socket,,,15.0,13.0,13.0,
,,,25.0,,,,7.0,10.0,55.0,,,,10.0,,Saronite Swordbreakers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,15.0,10.0,10.0,
,,,6.0,,,,,,40.0,,,9.0,15.0,,Duskweave Wristwraps,,,,Uncommon,76.0,,9.0,,,,17.0,,,
,,,7.0,,,,9.0,,55.0,,,9.0,13.0,,Preceptor's Bindings,,,,Epic,80.0,,9.0,,,,18.0,,,
,,,7.0,,,,8.0,,55.0,,,,11.0,,Bands of Impurity,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,18.0,,,9.0
13.0,13.0,,11.0,,,,9.0,,55.0,,,9.0,13.0,,Umbrage Armbands,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,11.0,,,
,,,25.0,,,,,,55.0,,,,13.0,,Bracers of the Herald,,,16.0,Epic,80.0,,9.0,,,,20.0,13.0,13.0,
,,,6.0,,,,,,40.0,,,,12.0,,Oracle Bracelets,,,,Uncommon,76.0,,9.0,,,,18.0,,,
10.0,10.0,,12.0,,,,9.0,,55.0,,,6.0,10.0,,Phaseshifter's Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,
,,,25.0,,,,7.0,,55.0,,,10.0,13.0,,Bracers of Lost Sentiments,,,,Epic,80.0,,9.0,,,,19.0,13.0,13.0,
,,,7.0,,,,6.0,,55.0,,,9.0,10.0,,Bejeweled Wizard's Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,
,,,7.0,,,,9.0,,55.0,,,5.0,10.0,,The Lady's Brittle Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,
,,,25.0,,,,9.0,,55.0,,,6.0,10.0,,Polar Bear Claw Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,10.0,10.0,
13.0,13.0,,11.0,,,,6.0,,55.0,,,9.0,13.0,,Toskk's Maximized Wristguards,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,15.0,,,
11.0,11.0,,11.0,,,,10.0,,55.0,,,6.0,11.0,,Sinner's Bindings,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,,,
10.0,10.0,,11.0,,,,6.0,,55.0,,,9.0,10.0,,Bracers of Swift Death,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,,,
10.0,10.0,,11.0,,,,9.0,,55.0,,,6.0,10.0,,Phaseshifter's Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,
,,,25.0,,,,6.0,,55.0,,,9.0,10.0,,Taiga Bindings,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,10.0,10.0,
,,,25.0,,,,,,55.0,,,,13.0,,Bindings of the Hapless Prey,,,11.0,Epic,80.0,,9.0,,,,20.0,13.0,13.0,
,,,25.0,,,,,10.0,55.0,,,,13.0,,Minion Bracers,,,6.0,Epic,80.0,,9.0,,,,20.0,13.0,13.0,
13.0,13.0,,11.0,,,,8.0,,55.0,,,9.0,13.0,,Thrusting Bands,,,,Epic,80.0,,9.0,,,,20.0,,,
,,,7.0,,,,10.0,,55.0,,,7.0,13.0,,Combustion Bracers,,,,Epic,80.0,,9.0,,,,19.0,,,
13.0,13.0,,17.0,,,,10.0,,55.0,,,9.0,13.0,,Arachnoid Gold Band,,,,Epic,80.0,,9.0,,,,18.0,,,
,,,25.0,,,,,13.0,50.0,,,,13.0,,Svala's Bloodied Shackles,,,,Rare,78.0,,9.0,,,,20.0,13.0,13.0,
10.0,10.0,,17.0,,,,8.0,,55.0,,,5.0,10.0,,Slime Stream Bands,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,,,
,,,8.0,,,,11.0,,50.0,,,,15.0,8.0,Glowing Wind Bracers,,,,Rare,80.0,,9.0,,,,22.0,,,
13.0,13.0,,17.0,,,,10.0,,55.0,,,4.0,13.0,,Scourge Hunter's Vambraces,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,16.0,,,
,,,7.0,,,,10.0,,55.0,,,,13.0,,Bindings of Yearning,,,,Epic,80.0,,9.0,,,,20.0,,,7.0
10.0,10.0,,17.0,,,,6.0,,55.0,,,9.0,10.0,,Bloodsunder's Bracers,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,19.0,,,
,,,25.0,,,,9.0,,55.0,,,7.0,12.0,,Bitter Cold Armguards,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,20.0,12.0,12.0,
13.0,13.0,,11.0,,,,9.0,,55.0,,,8.0,13.0,,Chewed Leather Wristguards,,,,Epic,80.0,,9.0,,,,20.0,,,
,,,7.0,,,,,,50.0,,,13.0,13.0,,Black Duskweave Wristwraps,,,,Rare,78.0,,9.0,,,,19.0,,,
,,,25.0,,,,10.0,,55.0,,,8.0,13.0,,Decimator's Armguards,,,,Epic,80.0,,9.0,,,,20.0,13.0,13.0,
,,,25.0,,,,10.0,,55.0,,,11.0,12.0,,Bracers of Unrelenting Attack,,1.0,,Epic,80.0,,9.0,Prismatic socket,,,11.0,12.0,12.0,
,,,7.0,,,,9.0,,55.0,,,9.0,13.0,,Bindings of the Wicked,,,,Epic,80.0,,9.0,,,,20.0,,,
,,,25.0,,,,8.0,,55.0,,,,9.0,,Dreadscale Armguards,,,12.0,Epic,80.0,,9.0,,,,20.0,9.0,9.0,
