agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
14.0,14.0,,21.0,,,11.0,,55.0,,,,14.0,,,Boots of the Skybreaker,,,,Uncommon,,,8.0,,,,,21.0,,,
,,,8.0,,,,,65.0,,,,13.0,,,Slippers of Serenity,,2.0,,Rare,,65.0,8.0,Prismatic socket,Prismatic socket,,,20.0,,,9.0
,,,34.0,,,10.0,,80.0,,,,15.0,,,Vindicator's Scaled Greaves,,,,Epic,,70.0,8.0,,,,,23.0,15.0,15.0,10.0
,,,9.0,,,11.0,,80.0,,,,11.0,,,General's Silk Footguards,,,,Epic,,70.0,8.0,,,,,23.0,,,11.0
,,,33.0,,,,22.0,80.0,,,,,,,Boots of Elusion,,,,Epic,,70.0,8.0,,,,,16.0,,,
,,,32.0,,,,14.0,55.0,,,,14.0,,,Ascendant's Boots,,2.0,10.0,Uncommon,,,8.0,Prismatic socket,Prismatic socket,,,21.0,14.0,14.0,
14.0,14.0,,14.0,,,,,55.0,,,,14.0,,,Boneshredder Boots,,,,Uncommon,,67.0,8.0,,,,,21.0,,,
13.0,13.0,,24.0,"Hunter,Shaman",,8.0,,80.0,,,8.0,13.0,,,Guardian's Chain Sabatons,,,,Epic,,70.0,8.0,,,,,25.0,,,8.0
18.0,18.0,,15.0,,,,,55.0,,,,18.0,754.0,,Arctic Boots,,,,Uncommon,,70.0,8.0,,,,,27.0,,,
12.0,12.0,,15.0,,,5.0,,80.0,,,,12.0,,,Veteran's Leather Footguards,,,,Epic,,70.0,8.0,,,,,23.0,,,18.0
10.0,10.0,,22.0,,,,,80.0,,,,10.0,,,Tempest-Strider Boots,,,,Epic,,70.0,8.0,,,,,20.0,,,17.0
14.0,14.0,,22.0,,,,,65.0,,,,14.0,,,Auchenai Boots,,2.0,,Rare,,,8.0,Prismatic socket,Prismatic socket,,,21.0,,,15.0
12.0,12.0,,15.0,,,7.0,,80.0,,,,12.0,,,General's Leather Boots,,,,Epic,,70.0,8.0,,,,,20.0,,,12.0
12.0,12.0,,22.0,,,8.0,,80.0,,,12.0,12.0,,,Boots of the Crimson Hawk,,,,Epic,,70.0,8.0,,,,,22.0,,,
14.0,14.0,,22.0,,,10.0,,65.0,,,10.0,14.0,,,Wild Stalker Boots,,,,Rare,,70.0,8.0,,,,,21.0,,,
,,,8.0,,,,,65.0,,,,14.0,,,Slippers of the High Priestess,,,,Rare,,,8.0,,,,,21.0,,,11.0
16.0,16.0,,19.0,,,11.0,,65.0,,,6.0,16.0,,,Boots of Savagery,,,,Rare,,63.0,8.0,,,,,11.0,,,
,,,9.0,"Priest,Mage,Warlock",,,,80.0,,,,13.0,,,Vindicator's Mooncloth Slippers,,,,Epic,,70.0,8.0,,,,,27.0,,,20.0
,,,33.0,,,,13.0,80.0,,,7.0,7.0,,,Myrmidon's Treads,,2.0,,Epic,,70.0,8.0,Prismatic socket,Prismatic socket,,,21.0,7.0,7.0,
,,,9.0,,,7.0,,80.0,,,,18.0,,,Blue Suede Shoes,,,,Epic,,70.0,8.0,,,,,25.0,,,
15.0,15.0,,15.0,,,7.0,,80.0,,,,15.0,,,Shadowmaster's Boots,,2.0,,Epic,,70.0,8.0,Prismatic socket,Prismatic socket,,,24.0,,,
,,,9.0,,,,,80.0,,,,14.0,,,Glider's Foot-Wraps,,,,Epic,,70.0,8.0,,,,,21.0,,,
12.0,12.0,,15.0,,,7.0,,80.0,,,,12.0,,,Marshal's Leather Boots,,,,Epic,,70.0,8.0,,,,,20.0,,,12.0
,,,31.0,,,,11.0,55.0,,,,14.0,,,Bloodguard's Greaves,,,,Uncommon,,,8.0,,,,,21.0,14.0,14.0,
16.0,16.0,,24.0,Shaman,,,,80.0,,,9.0,16.0,683.0,,Skyshatter Boots,,1.0,,Epic,,70.0,8.0,Prismatic socket,,,,18.0,,,13.0
,,,34.0,,,22.0,,55.0,,,,15.0,,,Crustacean Stompers,,,,Uncommon,,,8.0,,,,,23.0,15.0,15.0,
14.0,14.0,,22.0,,,12.0,,65.0,,,14.0,14.0,,,Outland Striders,,,,Rare,,70.0,8.0,,,,,21.0,,,
,,,33.0,,,,11.0,65.0,,,,14.0,,,Boots of Righteous Fortitude,,,,Rare,,70.0,8.0,,,,,21.0,14.0,14.0,
14.0,14.0,,15.0,,,,,55.0,,,,14.0,,,Expedition Boots,,,,Uncommon,,69.0,8.0,,,,,21.0,,,
,,,9.0,,,8.0,,65.0,,,,14.0,,,Extravagant Boots of Malice,,,,Rare,,70.0,8.0,,,,,21.0,,,
,,,32.0,,,14.0,,55.0,,,,14.0,,,Earthmender's Plated Boots,,,,Uncommon,,,8.0,,,,,21.0,14.0,14.0,
,,,31.0,,,,,65.0,,,,14.0,,,Slatesteel Boots,,,,Rare,,70.0,8.0,,,,,21.0,14.0,14.0,
,,,30.0,,,,13.0,55.0,,,,14.0,,,Windroc Greaves,,,,Uncommon,,,8.0,,,,,21.0,14.0,14.0,
13.0,13.0,,13.0,,,,,65.0,,,,13.0,,,Talonite's Boots,,,,Rare,,63.0,8.0,,,,,19.0,,,
,,,38.0,,,16.0,,65.0,,,,17.0,,,Enticing Sabatons,,,,Rare,,,8.0,,,,,25.0,17.0,17.0,
13.0,13.0,,17.0,,,9.0,,80.0,,,,13.0,,,Guardian's Leather Boots,,,,Epic,,70.0,8.0,,,,,25.0,,,11.0
,,,10.0,Priest,,6.0,,80.0,,,11.0,16.0,674.0,,Treads of Absolution,,1.0,,Epic,,70.0,8.0,Prismatic socket,,,,19.0,,,8.0
,,,34.0,,,11.0,,80.0,,,,11.0,,,Vindicator's Lamellar Greaves,,,,Epic,,70.0,8.0,,,,,25.0,11.0,11.0,10.0
15.0,15.0,,15.0,,,,,80.0,,,,15.0,,,Enchanted Leather Sandals,,,,Epic,,70.0,8.0,,,,,22.0,,,14.0
,,,33.0,,,,,80.0,,,,14.0,,,Greaves of the Penitent Knight,,2.0,,Epic,,70.0,8.0,Prismatic socket,Prismatic socket,,,21.0,14.0,14.0,9.0
,,,22.0,,,,,80.0,21.0,,,,,,Inferno Forged Boots,,,,Epic,,70.0,8.0,,,,,17.0,,,
14.0,14.0,,22.0,,,8.0,,80.0,,,,14.0,,,Windshear Boots,,,,Epic,,70.0,8.0,,,,,27.0,,,
14.0,14.0,,15.0,,,,,55.0,,,,14.0,,,Murkblood Boots,,,,Uncommon,,68.0,8.0,,,,,21.0,,,
13.0,13.0,,19.0,,,,,65.0,,,,13.0,,,Dreadhawk's Schynbald,,,,Rare,,63.0,8.0,,,,,19.0,,,
17.0,17.0,,19.0,,,,,55.0,,,,17.0,611.0,,Felscale Boots,,,,Uncommon,,61.0,8.0,,,,,23.0,,,
,,,26.0,,,11.0,,55.0,,,,12.0,,,Muck-Ridden Galoshes,,,,Uncommon,,,8.0,,,,,17.0,12.0,12.0,
,,,11.0,,,,,55.0,,,,,,,Decaying Leather Boots,,,,Poor,,67.0,8.0,,,,,,,,
19.0,19.0,,24.0,Hunter,,14.0,,80.0,,,5.0,19.0,669.0,,Gronnstalker's Boots,,1.0,,Epic,,70.0,8.0,Prismatic socket,,,,14.0,,,
15.0,15.0,,23.0,,,,,65.0,,,,15.0,,,Treads of the Valiant Struggle,,,,Rare,,,8.0,,,,,23.0,,,
,,,33.0,,,,,55.0,,,,15.0,,,Baleheim Greaves,,,,Uncommon,,69.0,8.0,,,,,22.0,15.0,15.0,
,,,9.0,,,,,80.0,,,,12.0,,,Marshal's Dreadweave Stalkers,,,,Epic,,70.0,8.0,,,,,27.0,,,12.0
14.0,14.0,,15.0,,,,,65.0,,,,14.0,,,Boots of Resuscitation,,2.0,,Rare,,68.0,8.0,Prismatic socket,Prismatic socket,,,21.0,,,10.0
,,,9.0,,,,,80.0,,,11.0,18.0,,,Footpads of Madness,,,,Epic,,70.0,8.0,,,,,18.0,,,
,,,33.0,,,12.0,,80.0,,,,12.0,,,Marshal's Plate Greaves,,,,Epic,,70.0,8.0,,,,,18.0,12.0,12.0,12.0
,,,9.0,,,,,65.0,,,,14.0,,,Embroidered Spellpyre Boots,,,,Rare,,70.0,8.0,,,,,21.0,,,
,,,30.0,,,,,55.0,,,,14.0,,,Boulderfist Greaves,,,,Uncommon,,65.0,8.0,,,,,21.0,14.0,14.0,
14.0,14.0,,20.0,,,,,55.0,,,14.0,14.0,,,Windroc Boots,,,,Uncommon,,,8.0,,,,,21.0,,,
,,,30.0,,,20.0,,55.0,,,8.0,14.0,,,Clocktock's Jumpers,,,,Uncommon,,,8.0,,,,,21.0,14.0,14.0,
13.0,13.0,,13.0,,,,,65.0,,,9.0,13.0,,,Nethershade Boots,,,,Rare,,64.0,8.0,,,,,19.0,,,
,,,10.0,"Priest,Mage,Warlock",,12.0,,80.0,,,,12.0,,,Guardian's Silk Footguards,,,,Epic,,70.0,8.0,,,,,27.0,,,16.0
,,,34.0,,,15.0,,65.0,,,,15.0,,,Implacable Zombie Crushers,,,,Rare,,,8.0,,,,,23.0,15.0,15.0,
15.0,15.0,,23.0,,,16.0,,55.0,,,,15.0,,,Star's Rest Treads,,,,Uncommon,,,8.0,,,,,23.0,,,
18.0,18.0,,22.0,,,10.0,,80.0,,,,18.0,,,Boots of Oceanic Fury,,,,Epic,,70.0,8.0,,,,,24.0,,,
,,,33.0,,,,,65.0,,,,12.0,565.0,,Khorium Boots,,,,Rare,,70.0,8.0,,,,,26.0,12.0,12.0,11.0
,,,32.0,,,10.0,,80.0,,,,14.0,,,Sunstrider Warboots,,2.0,,Epic,,68.0,8.0,Prismatic socket,Prismatic socket,,,21.0,14.0,14.0,
14.0,14.0,,14.0,,,,,65.0,,,,14.0,,,Abyssal Leather Treads,,,,Rare,,68.0,8.0,,,,,21.0,,,
,,,31.0,,,5.0,,55.0,,,,14.0,,,Boot's Boots,,,11.0,Uncommon,,,8.0,,,,,21.0,14.0,14.0,
16.0,16.0,,24.0,,,,,55.0,,,12.0,16.0,,,Skeleton Smashers,,,,Uncommon,,,8.0,,,,,24.0,,,
,,,10.0,"Priest,Mage,Warlock",,,,80.0,,,,14.0,,,Guardian's Dreadweave Stalkers,,,,Epic,,70.0,8.0,,,,,30.0,,,18.0
19.0,19.0,,24.0,Shaman,,7.0,,80.0,,,11.0,19.0,682.0,,Skyshatter Greaves,,1.0,,Epic,,70.0,8.0,Prismatic socket,,,,13.0,,,
,,,34.0,,,,,55.0,,,16.0,15.0,,,Sabatons of the Enforcer,,,,Uncommon,,,8.0,,,,,23.0,15.0,15.0,
13.0,13.0,,23.0,"Hunter,Shaman",,7.0,,80.0,,,7.0,13.0,,,Vindicator's Chain Sabatons,,,,Epic,,70.0,8.0,,,,,24.0,,,8.0
13.0,13.0,,23.0,"Hunter,Shaman",,17.0,,80.0,,,,13.0,,,Vindicator's Linked Sabatons,,,,Epic,,70.0,8.0,,,,,19.0,,,8.0
,,,34.0,,,,,55.0,,,,15.0,,,Petrified Bone Footguards,,,,Uncommon,,,8.0,,,,,23.0,15.0,15.0,
,,,33.0,,,,,80.0,,,,,,,Shadesteel Sabots,,,,Epic,,70.0,8.0,,,,,16.0,,,
,,,9.0,,,,,80.0,,,,,,,Soulguard Slippers,,,,Epic,,70.0,8.0,,,,,16.0,,,
,,,9.0,,,13.0,,65.0,,,,13.0,,,Sandals of Broken Dreams,,,,Rare,,70.0,8.0,,,,,23.0,,,
,,,22.0,,,,,80.0,,,,,,,Boots of Shackled Souls,,,,Epic,,70.0,8.0,,,,,16.0,,,
,,,8.0,,,,,55.0,,,,14.0,,,Astralaan Boots,,,,Uncommon,,65.0,8.0,,,,,21.0,,,
13.0,13.0,,13.0,,,,,65.0,,,,13.0,,,Grim Boots,,,,Rare,,62.0,8.0,,,,,19.0,,,
17.0,17.0,,26.0,,,15.0,,55.0,,,,17.0,,,Brunnhildar Snowkickers,,,,Uncommon,,,8.0,,,,,26.0,,,
,,,35.0,,,13.0,,55.0,,,,16.0,,,Whispering Stompers,,,,Uncommon,,,8.0,,,,,24.0,16.0,16.0,
,,,35.0,,,,,55.0,,,,16.0,,,Sabatons of Crushed Humanity,,,,Uncommon,,,8.0,,,,,24.0,16.0,16.0,
,,,9.0,"Priest,Mage,Warlock",,11.0,,80.0,,,,11.0,,,Vindicator's Silk Footguards,,,,Epic,,70.0,8.0,,,,,25.0,,,18.0
,,,9.0,,,,,55.0,,,,15.0,,,Kirin Tor Initiate's Sandals,,,,Uncommon,,,8.0,,,,,23.0,,,8.0
15.0,15.0,,15.0,,,5.0,,80.0,,,,15.0,,,Treads of the Den Mother,,,,Epic,,70.0,8.0,,,,,30.0,,,
15.0,15.0,,15.0,,,10.0,,80.0,,,,15.0,,,Naturewarden's Treads,,2.0,,Epic,,70.0,8.0,Prismatic socket,Prismatic socket,,,19.0,,,7.0
,,,33.0,,,10.0,,80.0,,,,11.0,,,General's Lamellar Greaves,,,,Epic,,70.0,8.0,,,,,23.0,11.0,11.0,11.0
,,,9.0,,,,,80.0,,,,12.0,,,General's Dreadweave Stalkers,,,,Epic,,70.0,8.0,,,,,27.0,,,12.0
,,,33.0,,,,,55.0,,,,14.0,,,Westguard Greaves,,,,Uncommon,,67.0,8.0,,,,,21.0,14.0,14.0,
,,,33.0,,,,,55.0,,,,14.0,,,Shattered Hand Sabatons,,,,Uncommon,,69.0,8.0,,,,,21.0,14.0,14.0,
14.0,14.0,,22.0,,,8.0,,65.0,,,,14.0,,,Magma Plume Boots,,,,Rare,,70.0,8.0,,,,,21.0,,,
,,,9.0,,,,,65.0,,,,14.0,,,Shattrath Jumpers,,2.0,,Rare,,,8.0,Prismatic socket,Prismatic socket,,,21.0,,,
14.0,14.0,,15.0,,,,,55.0,,,,14.0,,,Winterfin Boots,,,,Uncommon,,68.0,8.0,,,,,21.0,,,
,,,8.0,,,20.0,,55.0,,,,14.0,,,Nether-Empowered Footgear,,,,Uncommon,,,8.0,,,,,21.0,,,5.0
14.0,14.0,,19.0,,,11.0,,65.0,,,13.0,14.0,,,Boots of the Pathfinder,,,,Rare,,64.0,8.0,,,,,,,,
13.0,13.0,,13.0,,,,,55.0,,,,13.0,,,Sunroc Boots,,,,Uncommon,,62.0,8.0,,,,,19.0,,,
,,,39.0,,,17.0,,65.0,,,,17.0,,,The Darkspeaker's Iron Walkers,,,,Rare,,,8.0,,,,,26.0,17.0,17.0,
,,,36.0,,,12.0,,80.0,,,,12.0,,,Guardian's Lamellar Greaves,,,,Epic,,70.0,8.0,,,,,27.0,12.0,12.0,9.0
,,,9.0,,,,,55.0,,,22.0,15.0,,,Treads of the Charred Canyon,,,,Uncommon,,,8.0,,,,,23.0,,,
,,,9.0,"Priest,Mage,Warlock",,,,80.0,,,,13.0,,,Vindicator's Dreadweave Stalkers,,,,Epic,,70.0,8.0,,,,,28.0,,,20.0
13.0,13.0,,16.0,,,7.0,,80.0,,,,13.0,,,Vindicator's Leather Boots,,,,Epic,,70.0,8.0,,,,,23.0,,,11.0
19.0,19.0,,15.0,,,,,55.0,,,,19.0,757.0,,Iceborne Boots,,,,Uncommon,,70.0,8.0,,,,,26.0,,,
11.0,11.0,,22.0,,,10.0,,80.0,,,,11.0,,,Veteran's Ringmail Sabatons,,,,Epic,,70.0,8.0,,,,,23.0,,,11.0
,,,9.0,,,,,80.0,,,,12.0,,,General's Satin Slippers,,,,Epic,,70.0,8.0,,,,,27.0,,,12.0
11.0,11.0,,22.0,,,10.0,,80.0,,,,11.0,,,Veteran's Mail Sabatons,,,,Epic,,70.0,8.0,,,,,23.0,,,11.0
,,,33.0,,,9.0,,80.0,,,,14.0,,,General's Scaled Greaves,,,,Epic,,70.0,8.0,,,,,21.0,14.0,14.0,9.0
,,,33.0,,,,,55.0,,,,14.0,,,Warlord's Sabatons,,,,Uncommon,,70.0,8.0,,,,,21.0,14.0,14.0,
,,,33.0,,,11.0,,80.0,,,,11.0,,,Veteran's Lamellar Greaves,,,,Epic,,70.0,8.0,,,,,23.0,11.0,11.0,10.0
14.0,14.0,,21.0,,,11.0,,55.0,,,,14.0,,,Landing Boots,,,,Uncommon,,,8.0,,,,,21.0,,,
,,,9.0,,,,,55.0,,,,14.0,,,Eldr'naan Boots,,,,Uncommon,,68.0,8.0,,,,,21.0,,,
,,,9.0,,,,,65.0,,,,14.0,,,Jeweled Boots of Sanctification,,,,Rare,,68.0,8.0,,,,,21.0,,,9.0
,,,32.0,,,19.0,,65.0,,,,14.0,,,Sunstrider Warboots,,,,Rare,,68.0,8.0,,,,,21.0,14.0,14.0,
14.0,14.0,,21.0,,,,,65.0,,,,14.0,,,Mistshroud Boots,,,,Rare,,70.0,8.0,,,,,21.0,,,
,,,8.0,,,,,55.0,,,,13.0,,,Mistyreed Boots,,,,Uncommon,,64.0,8.0,,,,,20.0,,,
13.0,13.0,,13.0,,,,,55.0,,,,13.0,613.0,,Thick Draenic Boots,,,,Uncommon,,63.0,8.0,,,,,29.0,,,
17.0,17.0,,26.0,,,,,65.0,,,,17.0,,,The Darkspeaker's Sabatons,,,,Rare,,,8.0,,,,,26.0,,,18.0
,,,10.0,,,19.0,,55.0,,,,17.0,,,Leiah's Footpads,,1.0,,Uncommon,,,8.0,Prismatic socket,,,,26.0,,,
,,,10.0,,,14.0,,55.0,,,,17.0,,,Duke Lankral's Velvet Slippers,,,,Uncommon,,,8.0,,,,,26.0,,,
16.0,16.0,,24.0,,,,,55.0,,,,16.0,,,Treads of Bound Life,,,,Uncommon,,,8.0,,,,,24.0,,,
16.0,16.0,,16.0,,,,,55.0,,,,16.0,,,Boots of Internal Strife,,,,Uncommon,,,8.0,,,,,24.0,,,
16.0,16.0,,24.0,,,,,55.0,,,,16.0,,,Plane-Shifted Boots,,,,Uncommon,,,8.0,,,,,24.0,,,
,,,10.0,Priest,,,,80.0,,,7.0,16.0,675.0,,Boots of Absolution,,1.0,,Epic,,70.0,8.0,Prismatic socket,,,,20.0,,,14.0
,,,10.0,,,,,55.0,,,14.0,16.0,,,Sandals of Quick Escape,,,,Uncommon,,,8.0,,,,,24.0,,,
,,,34.0,,,11.0,,80.0,,,,11.0,,,Vindicator's Ornamented Greaves,,,,Epic,,70.0,8.0,,,,,25.0,11.0,11.0,10.0
15.0,15.0,,16.0,,,15.0,,65.0,,,,15.0,,,Reinforced Traveler's Boots,,,,Rare,,,8.0,,,,,23.0,,,
15.0,15.0,,22.0,,,10.0,,80.0,,,14.0,15.0,,,Softstep Boots of Tracking,,,,Epic,,70.0,8.0,,,,,16.0,,,
15.0,15.0,,15.0,,,,,55.0,,,,15.0,,,Wildevar Boots,,,,Uncommon,,70.0,8.0,,,,,22.0,,,
15.0,15.0,,22.0,,,,,80.0,,,,15.0,,,Stillwater Boots,,,,Epic,,70.0,8.0,,,,,27.0,,,10.0
15.0,15.0,,15.0,,,10.0,,80.0,,,,15.0,,,Shadowmaster's Boots,,,,Epic,,70.0,8.0,,,,,22.0,,,9.0
,,,,,0.0002777777777777778,,,,,,,,,,Heavy Borean Armor Kit,,,,Uncommon,,70.0,,,,,,,,,
,,,9.0,,,,,80.0,,,,12.0,,,Boots of the Incorrupt,,,,Epic,,70.0,8.0,,,,,21.0,,,15.0
,,,9.0,,,11.0,,80.0,,,8.0,14.0,,,Boots of Blasting,,,,Epic,,70.0,8.0,,,,,20.0,,,
14.0,14.0,,15.0,,,,,55.0,,,,14.0,,,Dragonhawk Boots,,,,Uncommon,,70.0,8.0,,,,,21.0,,,
14.0,14.0,,15.0,,,,15.0,65.0,,,,14.0,,,Spymistress' Boots,,2.0,,Rare,,,8.0,Prismatic socket,Prismatic socket,,,21.0,,,
14.0,14.0,,15.0,,,,,55.0,,,,14.0,,,Daggercap Boots,,,,Uncommon,,67.0,8.0,,,,,21.0,,,
11.0,11.0,,15.0,,,7.0,,80.0,,,,11.0,,,Veteran's Dragonhide Boots,,,,Epic,,70.0,8.0,,,,,26.0,,,15.0
,,,33.0,,,11.0,,80.0,,,,11.0,,,Veteran's Ornamented Greaves,,,,Epic,,70.0,8.0,,,,,23.0,11.0,11.0,10.0
,,17.0,15.0,,,,,65.0,,,,,,,Enchanted Clefthoof Boots,,2.0,,Rare,,69.0,8.0,Prismatic socket,Prismatic socket,,,16.0,,,
,,,32.0,,,19.0,,55.0,,,,14.0,,,Kirin'Var Defender's Greaves,,,,Uncommon,,,8.0,,,,,21.0,14.0,14.0,
14.0,14.0,,14.0,,,,,80.0,,,11.0,14.0,,,Barkchip Boots,,,,Epic,,70.0,8.0,,,,,21.0,,,
14.0,14.0,,21.0,,,10.0,,55.0,,,15.0,14.0,,,Duro Footgear,,,,Uncommon,,,8.0,,,,,21.0,,,
,,,8.0,,,,,65.0,,,,11.0,556.0,,Imbued Netherweave Boots,,,,Rare,,69.0,8.0,,,,,26.0,,,11.0
14.0,14.0,,14.0,,,,,55.0,,,,14.0,,,Supple Leather Boots,,,,Uncommon,,,8.0,,,,,21.0,,,
,,,8.0,,,7.0,,65.0,,,,13.0,,,Ethereal Boots of the Skystrider,,,,Rare,,64.0,8.0,,,,,19.0,,,10.0
,,,8.0,,,,,55.0,,,,13.0,,,Vindicator Boots,,,,Uncommon,,61.0,8.0,,,,,19.0,,,
,,,10.0,,,,,55.0,,,,17.0,,,Slippers of the Broken Front,,,,Uncommon,,,8.0,,,,,26.0,,,14.0
,,,10.0,,,,,65.0,,,13.0,17.0,,,The Darkspeaker's Footpads,,,,Rare,,,8.0,,,,,26.0,,,10.0
,,,39.0,,,12.0,,55.0,,,15.0,17.0,,,Icewalker's Spikes,,,,Uncommon,,,8.0,,,,,26.0,17.0,17.0,
14.0,14.0,,17.0,,,,,80.0,,,4.0,14.0,,,Guardian's Kodohide Boots,,,,Epic,,70.0,8.0,,,,,27.0,,,19.0
,,,36.0,,,12.0,,80.0,,,,12.0,,,Guardian's Ornamented Greaves,,,,Epic,,70.0,8.0,,,,,27.0,12.0,12.0,9.0
12.0,12.0,,24.0,"Hunter,Shaman",,12.0,,80.0,,,,12.0,,,Guardian's Ringmail Sabatons,,,,Epic,,70.0,8.0,,,,,27.0,,,10.0
,,,10.0,,,,,55.0,,,,16.0,,,Soothsayer's Sandals,,,,Uncommon,,,8.0,,,,,24.0,,,11.0
16.0,16.0,,16.0,Druid,,,,80.0,,,7.0,16.0,678.0,,Thunderheart Boots,,1.0,,Epic,,70.0,8.0,Prismatic socket,,,,19.0,,,14.0
13.0,13.0,,16.0,Druid,,7.0,,80.0,,,10.0,13.0,676.0,,Thunderheart Treads,,1.0,,Epic,,70.0,8.0,Prismatic socket,,,,29.0,,,
11.0,11.0,,23.0,"Hunter,Shaman",,11.0,,80.0,,,,11.0,,,Vindicator's Mail Sabatons,,,,Epic,,70.0,8.0,,,,,25.0,,,10.0
,,,9.0,,,,,65.0,,,,14.0,,,Boots of the Darkwalker,,,,Rare,,70.0,8.0,,,,,21.0,,,
,,,,,0.0002777777777777778,,,,,,,,,,Borean Armor Kit,,,,Common,,70.0,,,,,,,,,
,,,9.0,,,11.0,,80.0,,,,11.0,,,Marshal's Silk Footguards,,,,Epic,,70.0,8.0,,,,,23.0,,,11.0
14.0,14.0,,21.0,,,,,55.0,,,,14.0,,,Sundered Footwraps,,,,Uncommon,,68.0,8.0,,,,,21.0,,,
,,,9.0,,,12.0,,55.0,,,,14.0,,,Boots of the Nexus Warden,,,,Uncommon,,,8.0,,,,,21.0,,,
,,,8.0,,,,,55.0,,,,14.0,,,Audi's Embroidered Boots,,,,Uncommon,,,8.0,,,,,21.0,,,16.0
14.0,14.0,,14.0,,,,8.0,55.0,,,,14.0,,,Zaxxis Boots,,,,Uncommon,,,8.0,,,,,21.0,,,
,,,31.0,,,,,65.0,,,,14.0,,,Abyssal Plate Sabatons,,,,Rare,,68.0,8.0,,,,,21.0,14.0,14.0,
,,,31.0,,,,,55.0,,,,14.0,,,Warmaul Greaves,,,,Uncommon,,66.0,8.0,,,,,21.0,14.0,14.0,
,,,8.0,,,,,55.0,,,,14.0,,,Consortium Boot,,,,Uncommon,,66.0,8.0,,,,,21.0,,,
14.0,14.0,,14.0,,,20.0,,55.0,,,,14.0,,,Charged Footwear,,,,Uncommon,,,8.0,,,,,21.0,,,
13.0,13.0,,20.0,,,,,55.0,,,,13.0,,,Blood Knight Boots,,,,Uncommon,,64.0,8.0,,,,,20.0,,,
13.0,13.0,,14.0,,,19.0,,55.0,,,,13.0,,,Tor'chunk's Foot Covers,,,,Uncommon,,,8.0,,,,,20.0,,,
,,,30.0,,,,,55.0,,,,13.0,,,Reaver Greaves,,,,Uncommon,,64.0,8.0,,,,,20.0,13.0,13.0,
10.0,10.0,,20.0,,,,,65.0,,,,10.0,576.0,,Netherfury Boots,,2.0,,Rare,,69.0,8.0,Prismatic socket,Prismatic socket,,,21.0,,,10.0
,,,29.0,,,,,55.0,,,,13.0,,,Khan'aish Greaves,,,,Uncommon,,62.0,8.0,,,,,19.0,13.0,13.0,
,,,23.0,,,,,55.0,,,,,,,Deteriorating Plate Boots,,,,Poor,,67.0,8.0,,,,,,,,
178.0,178.0,,250.0,,,102.0,,,,,,178.0,,,Cobra-Lash Boots,,,,Epic,,70.0,8.0,,,,,267.0,,,55.0
,,,11.0,,,,,65.0,,,16.0,17.0,,,Fur-Lined Moccasins,,,,Rare,,,8.0,,,,,26.0,,,14.0
17.0,17.0,,18.0,,,14.0,,65.0,,,,17.0,,,Rhino Hide Kneeboots,,,,Rare,,,8.0,,,,,26.0,,,
17.0,17.0,,26.0,,,14.0,,55.0,,,,17.0,,,Savryn's Muddy Boots,,1.0,,Uncommon,,,8.0,Prismatic socket,,,,26.0,,,
17.0,17.0,,18.0,,,13.0,,65.0,,,,17.0,,,The Darkspeaker's Treads,,,,Rare,,,8.0,,,,,26.0,,,
,,,37.0,,,20.0,,55.0,,,15.0,16.0,,,Pathfinding Treads,,,,Uncommon,,,8.0,,,,,24.0,16.0,16.0,
,,,10.0,,,,,55.0,,,,16.0,,,Nimblefoot Moccasins,,,,Uncommon,,,8.0,,,,,24.0,,,
12.0,12.0,,24.0,"Hunter,Shaman",,12.0,,80.0,,,,12.0,,,Guardian's Mail Sabatons,,,,Epic,,70.0,8.0,,,,,27.0,,,10.0
16.0,16.0,,24.0,,,15.0,,55.0,,,,16.0,,,Boots of the Great Sacrifice,,,,Uncommon,,,8.0,,,,,24.0,,,
,,,10.0,,,,,55.0,,,,16.0,,,Sandals of Spying,,,,Uncommon,,,8.0,,,,,24.0,,,
16.0,16.0,,24.0,Shaman,,12.0,,80.0,,,11.0,16.0,684.0,,Skyshatter Treads,,1.0,,Epic,,70.0,8.0,Prismatic socket,,,,18.0,,,
16.0,16.0,,24.0,,,,,55.0,,,,16.0,,,Short-Circuiting Boots,,,,Uncommon,,,8.0,,,,,24.0,,,
16.0,16.0,,16.0,Druid,,10.0,,80.0,,,12.0,16.0,677.0,,Thunderheart Footwraps,,1.0,,Epic,,70.0,8.0,Prismatic socket,,,,18.0,,,
,,,10.0,,,20.0,,55.0,,,,16.0,,,Forge-Scarred Sandals,,,,Uncommon,,,8.0,,,,,24.0,,,
15.0,15.0,,16.0,,,16.0,,55.0,,,12.0,15.0,,,Snowfall Reaver Boots,,,,Uncommon,,,8.0,,,,,23.0,,,
,,,33.0,,,8.0,,80.0,,,,15.0,,,Pearl Inlaid Boots,,,,Epic,,70.0,8.0,,,,,22.0,15.0,15.0,11.0
,,,33.0,,,11.0,,80.0,,,8.0,15.0,,,Dreadboots of the Legion,,,,Epic,,70.0,8.0,,,,,22.0,15.0,15.0,
11.0,11.0,,15.0,,,8.0,,80.0,,,,11.0,,,Marshal's Dragonhide Boots,,,,Epic,,70.0,8.0,,,,,26.0,,,15.0
