agi,agiint,agistr,agistrint,armor,classes,cooldown,corruption,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,firres,hastertng,int,lifesteal,mastrtng,mledmgmax,mledmgmin,mledps,mlespeed,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdcritstrkrtng,slotbak,socket1,socket2,socket3,speed,splpwr,sta,str,versatility
9.0,,,,,,,,9.0,,20.0,11.0,,8.82,80.0,,,,,,20.0,11.0,8.82,1.8,Grand Marshal's Dirk,,,,Epic,60.0,,13.0,,,,1.8,,4.0,,
,,,,,,,,,,13.0,10.0,,4.48,110.0,,,46.0,,,13.0,10.0,4.48,2.6,Scepter of the False Prophet,,,,Epic,60.0,,13.0,,,,2.6,,12.0,,5.0
,,,,,Paladin,,,5.0,,28.0,16.0,,8.65,110.0,,7.0,,,,28.0,16.0,8.65,2.6,Blade of Eternal Justice,,,,Epic,60.0,,13.0,,,,2.6,,8.0,6.0,
8.0,,8.0,,,,,,8.0,,29.0,17.0,,8.9,110.0,,6.0,,,,29.0,17.0,8.9,2.6,"Iblis, Blade of the Fallen Seraph",,,,Epic,60.0,,13.0,,,,2.6,,,8.0,
,,,,,,,,,,10.0,5.0,,4.41,80.0,,,46.0,,,10.0,5.0,4.41,1.8,Fang of Korialstrasz,,,,Epic,60.0,,13.0,,,,1.8,,12.0,,8.0
,,,,,,,,,,25.0,19.0,,8.62,110.0,5.0,,,,,25.0,19.0,8.62,2.6,Ebon Hand,,,,Epic,60.0,,13.0,,,,2.6,,6.0,,
,,,,,,,,9.0,,28.0,16.0,,8.65,110.0,,,,,,28.0,16.0,8.65,2.6,Grand Marshal's Longsword,,,,Epic,60.0,,13.0,,,,2.6,,4.0,9.0,
7.0,,,,,,,,,,19.0,11.0,,8.48,65.0,,,,,,19.0,11.0,8.48,1.8,The Shadowfoot Stabber,,,,Rare,52.0,,13.0,,,,1.8,,8.0,,
,,,,,,,,4.0,,12.0,9.0,,4.14,90.0,,,43.0,,,12.0,9.0,4.14,2.6,The Hammer of Grace,,,,Rare,51.0,,13.0,,,,2.6,,11.0,,6.0
11.0,,,,,,,,,,31.0,14.0,,8.79,110.0,,,,,,31.0,14.0,8.79,2.6,Doom's Edge,,,,Epic,60.0,,13.0,,,,2.6,,5.0,6.0,
,,,,,,,,11.0,,25.0,19.0,,8.62,110.0,,8.0,,,,25.0,19.0,8.62,2.6,Persuader,,,,Epic,58.0,,13.0,,,,2.6,,,8.0,
8.0,,8.0,,,,,,,,25.0,19.0,8.0,8.62,110.0,,,,,,25.0,19.0,8.62,2.6,Blessed Qiraji War Hammer,,,,Epic,60.0,,13.0,,,,2.6,,8.0,8.0,2.0
,,,,,,,,4.0,,9.0,5.0,,4.07,65.0,,,43.0,,,9.0,5.0,4.07,1.8,Blood-Etched Blade,,,,Rare,51.0,,13.0,,,,1.8,,11.0,,6.0
,,,,,,,,,,26.0,17.0,,8.46,65.0,,,,,,26.0,17.0,8.46,2.6,Vilerend Slicer,,,,Rare,51.0,,13.0,,,,2.6,,,,
,,,,,,,,,,30.0,17.0,,9.19,75.0,,,,,,30.0,17.0,9.19,2.6,Skettis Curved Blade,,,,Uncommon,59.0,,13.0,,,,2.6,,12.0,8.0,
,,,,,,,,,,32.0,15.0,,9.09,75.0,,,,,,32.0,15.0,9.09,2.6,Knight's War Axe,,,,Uncommon,58.0,,13.0,,,,2.6,,12.0,8.0,
,,,,,,,,,,13.0,10.0,,4.44,110.0,,,46.0,,,13.0,10.0,4.44,2.6,The End of Dreams,,,,Epic,60.0,,13.0,,,,2.6,,12.0,,7.0
8.0,,,,,,,,6.0,,29.0,17.0,,8.9,110.0,,,,,,29.0,17.0,8.9,2.6,Widow's Remorse,,,,Epic,60.0,,13.0,,,,2.6,,10.0,,2.0
,,,,,,,,,,31.0,14.0,,8.79,90.0,6.0,,,,,31.0,14.0,8.79,2.6,Dark Iron Destroyer,,,,Rare,60.0,,13.0,,,,2.6,,,9.0,
8.0,,,,,Hunter,,,6.0,,31.0,14.0,,8.79,110.0,,,,,,31.0,14.0,8.79,2.6,Scythe of the Unseen Path,,,,Epic,60.0,,13.0,,,,2.6,,13.0,,
,,,,,,,,,,28.0,16.0,5.0,8.65,110.0,,,,,,28.0,16.0,8.65,2.6,Bloodlord's Defender,,,,Epic,60.0,,13.0,,,,2.6,,11.0,8.0,2.0
8.0,,,,,,,,,,20.0,11.0,,8.82,65.0,,,,,,20.0,11.0,8.82,1.8,Keris of Zul'Serak,,,,Rare,55.0,,13.0,,,,1.8,,12.0,,
,,,,,,,,,,25.0,19.0,,8.55,90.0,,,,,,25.0,19.0,8.55,2.6,Serenity,,,,Rare,52.0,,13.0,,,,2.6,,,,
9.0,,,,,,,,13.0,,36.0,21.0,,11.04,75.0,,11.0,,,,36.0,21.0,11.04,2.6,Fiery Prod,,,,Uncommon,,,13.0,,,,2.6,,,,
8.0,,,,,,,,10.0,,20.0,11.0,,8.82,80.0,,,,,,20.0,11.0,8.82,1.8,Fang of the Faceless,,,,Epic,60.0,,13.0,,,,1.8,,,,
,,,,,,,,9.0,,27.0,18.0,,8.78,80.0,,,,,,27.0,18.0,8.78,2.6,Claw of the Black Drake,,,,Epic,60.0,,13.0,,,,2.6,,5.0,8.0,
,,,,,,,,11.0,,10.0,5.0,,4.41,80.0,,,46.0,,,10.0,5.0,4.41,1.8,Sageclaw,,,,Epic,60.0,,13.0,,,,1.8,,12.0,,
8.0,,8.0,,,,,,,,25.0,19.0,,8.62,110.0,,,,,,25.0,19.0,8.62,2.6,Hammer of Bestial Fury,,,,Epic,60.0,,13.0,,,,2.6,,8.0,8.0,2.0
,,,,,,,,,,25.0,19.0,,8.62,110.0,,,,,,25.0,19.0,8.62,2.6,Empyrean Demolisher,,,,Epic,60.0,,13.0,,,,2.6,,,,
8.0,,8.0,,,,,,8.0,,29.0,17.0,,8.97,90.0,,,,,,29.0,17.0,8.97,2.6,Footman's Longsword,,,,Rare,60.0,,13.0,,,,2.6,,11.0,8.0,
,,,,,,,,,,28.0,16.0,,8.65,90.0,,,,,,28.0,16.0,8.65,2.6,Dark Iron Reaver,,,,Rare,60.0,,13.0,,,,2.6,,9.0,8.0,
,,,,,,,,10.0,,10.0,5.0,,4.41,80.0,,,46.0,,,10.0,5.0,4.41,1.8,Fang of the Mystics,,,,Epic,60.0,,13.0,,,,1.8,,12.0,,7.0
,,,,,,,,9.0,,14.0,8.0,,4.32,110.0,,,46.0,,,14.0,8.0,4.32,2.6,Sharpened Silithid Femur,,,,Epic,60.0,,13.0,,,,2.6,,12.0,,
9.0,,,,,,,,9.0,,20.0,11.0,,8.82,80.0,,,,,,20.0,11.0,8.82,1.8,Replica High Warlord's Razor,,,,Epic,60.0,,13.0,,,,1.8,,4.0,,
,,,,,,,,9.0,,10.0,5.0,,4.41,80.0,,,46.0,,,10.0,5.0,4.41,1.8,High Warlord's Spellblade,,,,Epic,60.0,,13.0,,,,1.8,,12.0,,
,,,,,,,,,12.0,,,,,,,,,,,,,,,Adamantite Weightstone,,,,Uncommon,60.0,,,,,,,,,,
,,,,,,,,,,14.0,10.0,,4.78,90.0,,,49.0,,,14.0,10.0,4.78,2.6,Sporeggar Smasher,,,,Rare,,,13.0,,,,2.6,,13.0,,8.0
,,,,,,,,,,15.0,9.0,,4.66,75.0,,,49.0,,,15.0,9.0,4.66,2.6,Sedai's Blade,,,,Uncommon,,,13.0,,,,2.6,,13.0,,
,,,,,,,,,,10.0,5.0,,4.44,,,,46.0,,,10.0,5.0,4.44,1.8,Midnight Haze,,,,Epic,60.0,,13.0,,,,1.8,,12.0,,
,,,,,,,,,,14.0,8.0,,4.32,110.0,,,46.0,,,14.0,8.0,4.32,2.6,Runesword of the Red,,,,Epic,60.0,,13.0,,,,2.6,,12.0,,5.0
8.0,,8.0,,,,,,9.0,,27.0,18.0,,8.78,80.0,,,,,,27.0,18.0,8.78,2.6,Silithid Claw,,,,Epic,60.0,,13.0,,,,2.6,,,8.0,
,,,,,,,,11.0,,10.0,5.0,,4.41,80.0,,,46.0,,,10.0,5.0,4.41,1.8,Mindfang,,,,Epic,60.0,,13.0,,,,1.8,,12.0,,
8.0,,8.0,,,,,,9.0,,31.0,14.0,,8.79,110.0,,,,,,31.0,14.0,8.79,2.6,Blessed Qiraji War Axe,,,,Epic,60.0,,13.0,,,,2.6,,14.0,8.0,
,,,,,,,,,,10.0,5.0,,4.41,80.0,,,46.0,,,10.0,5.0,4.41,1.8,Fang of Venoxis,,,,Epic,60.0,,13.0,,,,1.8,,12.0,,13.0
10.0,,,,,,,,,,20.0,11.0,,8.82,80.0,,,,,,20.0,11.0,8.82,1.8,Dragonfang Blade,,,,Epic,60.0,,13.0,,,,1.8,,8.0,,
8.0,,,,,,,,9.0,,34.0,23.0,,11.07,65.0,,,,,,34.0,23.0,11.07,2.6,Borean Smasher,,,,Rare,,,13.0,,,,2.6,,17.0,,
,,,,,,,,,,25.0,19.0,,8.62,90.0,,,,,,25.0,19.0,8.62,2.6,Mass of McGowan,,,,Rare,57.0,,13.0,,,,2.6,,10.0,10.0,
,,,,,,,,,,28.0,16.0,,8.65,75.0,,,46.0,,,28.0,16.0,8.65,2.6,Dimensional Blade,,,,Uncommon,54.0,,13.0,,,,2.6,,12.0,,
,,,,,,,,,,25.0,19.0,,8.62,90.0,,,,,,25.0,19.0,8.62,2.6,Stormstrike Hammer,,,,Rare,60.0,,13.0,,,,2.6,,,14.0,
,,,,,,,,,,13.0,9.0,,4.4,110.0,,,46.0,,,13.0,9.0,4.4,2.6,High Warlord's Battle Mace,,,,Epic,60.0,,13.0,,,,2.6,,12.0,,10.0
,,,,,Mage,,,6.0,,14.0,8.0,,4.32,110.0,,,46.0,,,14.0,8.0,4.32,2.6,Blade of Vaulted Secrets,,,,Epic,60.0,,13.0,,,,2.6,,12.0,,
,,,,,Warlock,,,,,10.0,5.0,,4.41,80.0,,,46.0,,,10.0,5.0,4.41,1.8,Kris of Unspoken Names,,,,Epic,60.0,,13.0,,,,1.8,,12.0,,
8.0,,,,,,,,9.0,,20.0,11.0,,8.82,80.0,,6.0,,,,20.0,11.0,8.82,1.8,Blessed Qiraji Pugio,,,,Epic,60.0,,13.0,,,,1.8,,4.0,,
,,,,,,,,,,31.0,14.0,,8.79,90.0,,,,,,31.0,14.0,8.79,2.6,Rivenspike,,,,Rare,55.0,,13.0,,,,2.6,,,,
7.0,,,,,,,,,,29.0,14.0,,8.3,90.0,,,,,,29.0,14.0,8.3,2.6,Ribsplitter,,,,Rare,51.0,,13.0,,,,2.6,,11.0,,
,,,,,Shaman,,,,,25.0,19.0,,8.62,110.0,,,46.0,,,25.0,19.0,8.62,2.6,Hammer of the Gathering Storm,,,,Epic,60.0,,13.0,,,,2.6,,12.0,5.0,
,,,,,,,,9.0,,10.0,5.0,,4.41,80.0,,,46.0,,,10.0,5.0,4.41,1.8,Grand Marshal's Mageblade,,,,Epic,60.0,,13.0,,,,1.8,,12.0,,
8.0,,8.0,,,,,,9.0,,28.0,16.0,,8.65,110.0,,,,,,28.0,16.0,8.65,2.6,Ancient Qiraji Ripper,,,,Epic,60.0,,13.0,,,,2.6,,7.0,8.0,
,,,,,,,,,,20.0,11.0,,8.82,,,,,,,20.0,11.0,8.82,1.8,Specter's Blade,,,,Rare,57.0,,13.0,,,,1.8,,,,
8.0,,,,,,,,,,27.0,18.0,,8.78,55.0,,,,,,27.0,18.0,8.78,2.6,Mag'hari Fighting Claw,,,,Uncommon,60.0,,13.0,,,,2.6,,24.0,,
8.0,,8.0,,,,,,6.0,,25.0,19.0,,8.62,110.0,,,,,,25.0,19.0,8.62,2.6,Anubisath Warhammer,,,,Epic,60.0,,13.0,,,,2.6,,5.0,8.0,
9.0,,,,,,,,9.0,,31.0,14.0,,8.79,110.0,,,,,,31.0,14.0,8.79,2.6,High Warlord's Cleaver,,,,Epic,60.0,,13.0,,,,2.6,,4.0,,
9.0,,,,,,,,,,20.0,11.0,,8.82,65.0,,,,,,20.0,11.0,8.82,1.8,Glacial Blade,,,,Rare,60.0,,13.0,,,,1.8,,,,
,,,,,,,,6.0,,14.0,8.0,,4.27,90.0,,,43.0,,,14.0,8.0,4.27,2.6,Arbiter's Blade,,,,Rare,51.0,,13.0,,,,2.6,,11.0,,4.0
,,,,,,,,,,12.0,7.0,,5.39,55.0,,6.0,55.0,,,12.0,7.0,5.39,1.8,Earthspike,,,,Uncommon,,,13.0,,,,1.8,,14.0,,
8.0,,8.0,,,,,,8.0,,29.0,20.0,,9.52,65.0,,,,,,29.0,20.0,9.52,2.6,Sporeling Claw,,,,Rare,,,13.0,,,,2.6,,13.0,8.0,
7.0,,,,,,,,6.0,,30.0,17.0,,9.19,75.0,,,,,,30.0,17.0,9.19,2.6,Blade of the Unyielding,,,,Uncommon,,,13.0,,,,2.6,,15.0,,
9.0,,,,,,,,9.0,,27.0,18.0,,8.78,80.0,,,,,,27.0,18.0,8.78,2.6,Grand Marshal's Right Hand Blade,,,,Epic,60.0,,13.0,,,,2.6,,4.0,,
11.0,,,,,Rogue,,,7.0,,20.0,11.0,,8.82,80.0,,5.0,,,,20.0,11.0,8.82,1.8,Dagger of Veiled Shadows,,,,Epic,60.0,,13.0,,,,1.8,,,,
,,,,,,,,,,27.0,18.0,,8.78,65.0,,,,,,27.0,18.0,8.78,2.6,Hurd Smasher,,,,Rare,55.0,,13.0,,,,2.6,,,,
,,,,,,,,9.0,,28.0,16.0,,8.65,110.0,,,,,,28.0,16.0,8.65,2.6,High Warlord's Blade,,,,Epic,60.0,,13.0,,,,2.6,,4.0,9.0,
,,,,,,,,,,10.0,5.0,,4.41,80.0,,,46.0,,,10.0,5.0,4.41,1.8,Claw of Chromaggus,,,,Epic,60.0,,13.0,,,,1.8,,12.0,,7.0
,,,,,,,,,,13.0,10.0,,4.5,75.0,,,46.0,,,13.0,10.0,4.5,2.6,Glorious Scepter,,,,Uncommon,59.0,,13.0,,,,2.6,,12.0,,
8.0,,8.0,,,,,,,,32.0,15.0,,9.09,90.0,,8.0,,,,32.0,15.0,9.09,2.6,Grunt's Waraxe,,,,Rare,60.0,,13.0,,,,2.6,,11.0,8.0,
,,,,,,,,9.0,,28.0,16.0,,8.65,110.0,,,,,,28.0,16.0,8.65,2.6,Replica Grand Marshal's Swiftblade,,,,Epic,60.0,,13.0,,,,2.6,,4.0,9.0,
,,,,,,,,9.0,,28.0,16.0,,8.65,110.0,,,,,,28.0,16.0,8.65,2.6,Grand Marshal's Swiftblade,,,,Epic,60.0,,13.0,,,,2.6,,4.0,9.0,
,,,,,,,,8.0,,28.0,16.0,,8.65,90.0,,,,,,28.0,16.0,8.65,2.6,Phase Blade,,,,Rare,55.0,,13.0,,,,2.6,,8.0,8.0,
,,,,,Priest,,,,,13.0,9.0,,4.4,110.0,,,46.0,,,13.0,9.0,4.4,2.6,Gavel of Infinite Wisdom,,,,Epic,60.0,,13.0,,,,2.6,,12.0,,7.0
,,,,,,,,,,31.0,14.0,,8.79,75.0,,,,,,31.0,14.0,8.79,2.6,Demon's Claw,,,,Uncommon,59.0,,13.0,,,,2.6,,12.0,8.0,
8.0,,,,,,,,11.0,,27.0,18.0,,8.78,80.0,,,,,,27.0,18.0,8.78,2.6,Thekal's Grasp,,,,Epic,60.0,,13.0,,,,2.6,,10.0,,
,,,,,,,,10.0,,13.0,9.0,,4.4,110.0,,,46.0,,,13.0,9.0,4.4,2.6,Stinger of Ayamiss,,,,Epic,60.0,,13.0,,,,2.6,,12.0,,
,,,,,,,,,,20.0,11.0,,8.82,65.0,,,,,,20.0,11.0,8.82,1.8,Fang of the Crystal Spider,,,,Rare,55.0,,13.0,,,,1.8,,,,
4.0,,,,,Warrior,,,,,31.0,14.0,4.0,8.79,110.0,,,,,,31.0,14.0,8.79,2.6,Sickle of Unyielding Strength,,,,Epic,60.0,,13.0,,,,2.6,,6.0,11.0,
,,,,,,,,,,12.0,7.0,,5.39,55.0,,,55.0,,,12.0,7.0,5.39,1.8,Vicious Spellblade,,,,Uncommon,,,13.0,,,,1.8,,14.0,,
8.0,,8.0,,,,,,11.0,,28.0,21.0,,9.53,75.0,,,,,,28.0,21.0,9.53,2.6,Warden's Hammer,,,,Uncommon,,,13.0,,,,2.6,,,8.0,
8.0,,8.0,,,,,,8.0,,28.0,19.0,,9.18,,,6.0,,,,28.0,19.0,9.18,2.6,Claw of the Frost Wyrm,,,,Epic,60.0,,13.0,,,,2.6,,4.0,8.0,
8.0,,,,,,,,4.0,,20.0,12.0,,8.94,80.0,,,,,,20.0,12.0,8.94,1.8,Death's Sting,,,,Epic,60.0,,13.0,,,,1.8,,6.0,,
8.0,,,,,,,,,,20.0,11.0,,8.82,80.0,,6.0,,,,20.0,11.0,8.82,1.8,Shadowsong's Sorrow,,,,Epic,60.0,,13.0,,,,1.8,,9.0,,
8.0,,8.0,,,,,,,,25.0,19.0,,8.62,90.0,,,,,,25.0,19.0,8.62,2.6,Venomspitter,,,,Rare,55.0,,13.0,,,,2.6,,12.0,8.0,
,,,,,,,,,,25.0,19.0,,8.62,90.0,,,,,,25.0,19.0,8.62,2.6,Masterwork Stormhammer,,,,Rare,57.0,,13.0,,,,2.6,,,,
7.0,,7.0,,,,,,6.0,,25.0,19.0,,8.48,90.0,,4.0,,,,25.0,19.0,8.48,2.6,Hurley's Tankard,,,,Rare,51.0,,13.0,,,,2.6,,11.0,7.0,
,,,,,,,,,,,,,0.29,,,,,,,,,0.29,2.6,Wrathweaver,,,,Poor,60.0,,13.0,,,,2.6,,,,
,,,,,,,,,,10.0,6.0,,4.52,55.0,,,49.0,,,10.0,6.0,4.52,1.8,Siphoning Dagger,,,,Uncommon,60.0,,13.0,,,,1.8,,13.0,,
,,,,,,,,,,27.0,21.0,,9.26,75.0,,,,,,27.0,21.0,9.26,2.6,Flanged Battle Mace,,,,Uncommon,60.0,,13.0,,,,2.6,,13.0,8.0,
,,,,,,,,,,14.0,10.0,,4.73,110.0,,,49.0,,,14.0,10.0,4.73,2.6,Hammer of the Twisting Nether,,,,Epic,60.0,,13.0,,,,2.6,,13.0,,12.0
8.0,,8.0,,,,,,7.0,,32.0,15.0,,9.09,75.0,,,,,,32.0,15.0,9.09,2.6,Shatterstone Pick,,,,Uncommon,,,13.0,,,,2.6,,7.0,8.0,
7.0,,,,,,,,,,29.0,17.0,,8.9,75.0,,,,,,29.0,17.0,8.9,2.6,Foe Reaver,,,,Uncommon,,,13.0,,,,2.6,,12.0,8.0,
,,,,,,,,,,31.0,14.0,,8.84,75.0,,,,,,31.0,14.0,8.84,2.6,Karaborian Battle Axe,,,,Uncommon,57.0,,13.0,,,,2.6,,12.0,8.0,
,,,,,,,,,,27.0,18.0,,8.78,80.0,,,,,,27.0,18.0,8.78,2.6,Arlokk's Grasp,,,,Epic,60.0,,13.0,,,,2.6,,,,
,,,,,,,,,,13.0,9.0,,4.4,110.0,,,46.0,,,13.0,9.0,4.4,2.6,Replica High Warlord's Battle Mace,,,,Epic,60.0,,13.0,,,,2.6,,12.0,,10.0
,,,,,,,,,,14.0,8.0,,4.32,110.0,,,46.0,,,14.0,8.0,4.32,2.6,Bloodcaller,,,,Epic,60.0,,13.0,,,,2.6,,12.0,,
,,,,,,,,,,25.0,19.0,,8.62,90.0,,,,,,25.0,19.0,8.62,2.6,Bludstone Hammer,,,,Rare,56.0,,13.0,,,,2.6,,5.0,8.0,12.0
,,,,,,,,,,28.0,16.0,,8.65,75.0,,,46.0,,,28.0,16.0,8.65,2.6,Holy War Sword,,,,Uncommon,60.0,,13.0,,,,2.6,,12.0,,
,,,,,,,,9.0,,28.0,16.0,,8.65,110.0,,,,,,28.0,16.0,8.65,2.6,Replica High Warlord's Blade,,,,Epic,60.0,,13.0,,,,2.6,,4.0,9.0,
,,,,,,,,12.0,,10.0,5.0,,4.41,65.0,,,46.0,,,10.0,5.0,4.41,1.8,The Lost Kris of Zedd,,,,Rare,60.0,,13.0,,,,1.8,,12.0,,
,,,,,,,,,,20.0,11.0,,8.82,55.0,,,46.0,,,20.0,11.0,8.82,1.8,Demon Blade,,,,Uncommon,57.0,,13.0,,,,1.8,,12.0,,
,,,,,,,,,,28.0,16.0,,8.59,75.0,,,43.0,,,28.0,16.0,8.59,2.6,Crystal Sword,,,,Uncommon,52.0,,13.0,,,,2.6,,11.0,,
9.0,,9.0,,,,,,6.0,,39.0,18.0,,11.07,75.0,,,,,,39.0,18.0,11.07,2.6,Edge of the Tuskarr,,,,Uncommon,,,13.0,,,,2.6,,,9.0,
13.0,,,,,,,,10.0,,25.0,14.0,,11.07,55.0,,,,,,25.0,14.0,11.07,1.8,Fin Carver,,,,Uncommon,,,13.0,,,,1.8,,,,
11.0,,,,,,,,,,33.0,16.0,,9.42,75.0,,,,,,33.0,16.0,9.42,2.6,Marshfang Blade Axe,,,,Uncommon,,,13.0,,,,2.6,,16.0,,
8.0,,,,,,,,,,28.0,19.0,,9.15,55.0,,,,,,28.0,19.0,9.15,2.6,Vampiric Handscythes,,,,Uncommon,59.0,,13.0,,,,2.6,,12.0,,
8.0,,,,,,,,,,20.0,11.0,,8.88,55.0,,,,,,20.0,11.0,8.88,1.8,Liege Blade,,,,Uncommon,57.0,,13.0,,,,1.8,,12.0,,
8.0,,8.0,,,,,,8.0,,26.0,20.0,,8.88,,,6.0,,,,26.0,20.0,8.88,2.6,The Castigator,,,,Epic,60.0,,13.0,,,,2.6,,5.0,8.0,
9.0,,,,,,,,,,20.0,11.0,,8.82,65.0,,,,,,20.0,11.0,8.82,1.8,Electrified Dagger,,,,Rare,60.0,,13.0,,,,1.8,,,,
,,,,,,,,,,28.0,16.0,,8.65,75.0,,,,,,28.0,16.0,8.65,2.6,Battlefell Sabre,,,,Uncommon,57.0,,13.0,,,,2.6,,12.0,8.0,
8.0,,,,,,,,,,31.0,14.0,,8.79,75.0,,,,,,31.0,14.0,8.79,2.6,Felstone Reaver,,,,Uncommon,56.0,,13.0,,,,2.6,,12.0,,
,,,,,,,,,,28.0,16.0,,8.65,90.0,,,,,,28.0,16.0,8.65,2.6,Legionnaire's Sword,,,,Rare,58.0,,13.0,,,,2.6,,5.0,13.0,
,,,,,,,,,,13.0,9.0,,4.4,90.0,,,46.0,,,13.0,9.0,4.4,2.6,Mastersmith's Hammer,,,,Rare,55.0,,13.0,,,,2.6,,12.0,,8.0
,,,,,,,,,,30.0,14.0,,8.55,75.0,,,,,,30.0,14.0,8.55,2.6,Warlord's Axe,,,,Uncommon,53.0,,13.0,,,,2.6,,11.0,7.0,
,,,,,,,,,,19.0,11.0,,8.42,65.0,,,,,,19.0,11.0,8.42,1.8,Searing Needle,,,,Rare,51.0,,13.0,,,,1.8,,,,
9.0,,9.0,,,,,,14.0,,36.0,21.0,,11.04,75.0,,,,,,36.0,21.0,11.04,2.6,Stoneblade Slicer,,,,Uncommon,,,13.0,,,,2.6,,13.0,9.0,
8.0,,,,,,,,,,21.0,12.0,,9.32,55.0,,,,,,21.0,12.0,9.32,1.8,Nightstalker Dagger,,,,Uncommon,60.0,,13.0,,,,1.8,,13.0,,
,,,,,,,,,,10.0,5.0,,4.44,55.0,,,46.0,,,10.0,5.0,4.44,1.8,Absorption Dagger,,,,Uncommon,57.0,,13.0,,,,1.8,,12.0,,
,,,,,,,,,,13.0,10.0,,4.44,110.0,,,46.0,,,13.0,10.0,4.44,2.6,The Widow's Embrace,,,,Epic,60.0,,13.0,,,,2.6,,12.0,,8.0
,,,,,,,,,,29.0,17.0,,8.9,75.0,,,,,,29.0,17.0,8.9,2.6,Telaari Longblade,,,,Uncommon,57.0,,13.0,,,,2.6,,12.0,8.0,
,,,,,,,,,,31.0,14.0,,8.79,90.0,,,,,,31.0,14.0,8.79,2.6,Demonfork,,,,Rare,55.0,,13.0,,,,2.6,,,,
8.0,,,,,,,,,,31.0,14.0,,8.79,90.0,,,,,,31.0,14.0,8.79,2.6,Zulian Hacker,,,,Rare,60.0,,13.0,,,,2.6,,12.0,,
5.0,,,,,,,,11.0,,25.0,19.0,,8.62,90.0,,,,,,25.0,19.0,8.62,2.6,The Jaw Breaker,,,,Rare,55.0,,13.0,,,,2.6,,5.0,,
9.0,,,,,,,,9.0,,20.0,11.0,,8.82,80.0,,,,,,20.0,11.0,8.82,1.8,Replica Grand Marshal's Dirk,,,,Epic,60.0,,13.0,,,,1.8,,4.0,,
9.0,,,,,,,,9.0,,28.0,16.0,,8.65,110.0,,,,,,28.0,16.0,8.65,2.6,High Warlord's Quickblade,,,,Epic,60.0,,13.0,,,,2.6,,4.0,,
,,,,,,,,9.0,,31.0,14.0,,8.79,110.0,,,,,,31.0,14.0,8.79,2.6,Grand Marshal's Handaxe,,,,Epic,60.0,,13.0,,,,2.6,,4.0,9.0,
9.0,,,,,,,,15.0,,25.0,14.0,,11.07,55.0,,6.0,,,,25.0,14.0,11.07,1.8,Ice-Rimed Dagger,,,,Uncommon,,,13.0,,,,1.8,,,,
8.0,,,,,,,,9.0,,21.0,12.0,,9.38,55.0,,,,,,21.0,12.0,9.38,1.8,Wolfrider's Dagger,,,,Uncommon,,,13.0,,,,1.8,,12.0,,
,,,,,,,,,,30.0,18.0,,9.25,75.0,,,49.0,,,30.0,18.0,9.25,2.6,Wisdom Blade,,,,Uncommon,60.0,,13.0,,,,2.6,,13.0,,
,,,,,,,,,,14.0,10.0,,4.73,75.0,,,49.0,,,14.0,10.0,4.73,2.6,Cold-Iron Scepter,,,,Uncommon,60.0,,13.0,,,,2.6,,13.0,,
7.0,,,,,,,,,,20.0,11.0,,8.88,55.0,,,,,,20.0,11.0,8.88,1.8,Screaming Dagger,,,,Uncommon,,,13.0,,,,1.8,,18.0,,
8.0,,,,,,,,6.0,,20.0,11.0,,8.88,80.0,,,,,,20.0,11.0,8.88,1.8,Maexxna's Fang,,,,Epic,60.0,,13.0,,,,1.8,,5.0,,
,,,,,,,,8.0,,28.0,16.0,,8.65,90.0,,,,,3.0,28.0,16.0,8.65,2.6,Runed Soulsaber,,,,Rare,,,13.0,,,,2.6,,12.0,8.0,
,,,,,,,,,,13.0,9.0,,4.4,90.0,,,46.0,,,13.0,9.0,4.4,2.6,Hardened Steel Warhammer,,,,Rare,57.0,,13.0,,,,2.6,,12.0,,
,,,,,,,,,,27.0,16.0,,8.34,75.0,,,,,,27.0,16.0,8.34,2.6,Draenic Sparring Blade,,,,Common,60.0,,13.0,,,,2.6,,,,
13.0,,,,,,,,,,20.0,11.0,,8.82,65.0,,,,,,20.0,11.0,8.82,1.8,Scout's Blade,,,,Rare,58.0,,13.0,,,,1.8,,5.0,,
,,,,,,,,,,25.0,19.0,,8.62,90.0,,,,,,25.0,19.0,8.62,2.6,Bashguuder,,,,Rare,55.0,,13.0,,,,2.6,,,10.0,
13.0,,,,,,,,11.0,,32.0,25.0,,10.96,75.0,,,,,,32.0,25.0,10.96,2.6,Soldier's Spiked Mace,,,,Uncommon,,,13.0,,,,2.6,,,,
,,,,,,,,,,16.0,12.0,,5.48,75.0,,,55.0,,,16.0,12.0,5.48,2.6,Medic's Morning Star,,,,Uncommon,,,13.0,,,,2.6,,14.0,,10.0
9.0,,,,,,,,8.0,,34.0,23.0,,11.07,55.0,,15.0,,,,34.0,23.0,11.07,2.6,Smoldering Talon,,,,Uncommon,,,13.0,,,,2.6,,,,
,,,,,,,,,,16.0,12.0,,5.48,75.0,,,55.0,,,16.0,12.0,5.48,2.6,Pacifying Pummeler,,,,Uncommon,,,13.0,,,,2.6,,14.0,,13.0
,,,,,,,,,,15.0,9.0,,4.66,75.0,,,49.0,,,15.0,9.0,4.66,2.6,Fallen Vindicator's Blade,,,,Uncommon,,,13.0,,,,2.6,,13.0,,
